SRR3724066 SRR3724068 SRR3724070 SRR3724072 SRR3724074 SRR3724076 SRR3724078 SRR3724079 SRR3724081 SRR3724084 SRR3724086 SRR3724088 SRR3724091 SRR3724093 SRR3724095 SRR3724097 SRR3724099 SRR3724101 SRR3724102 SRR3724104 SRR3724106 SRR3724108 SRR3724110 SRR3724113 SRR3724125 SRR3724127 SRR3724129 SRR3724131 SRR3724133 SRR3724134 SRR3724136 SRR3724138 SRR3724140 SRR3724142 SRR3724145 SRR3724147 SRR3724149 SRR3724151 SRR3724153 SRR3724155 SRR3724156 SRR3724158 SRR3724160 SRR3724162 SRR3724164 SRR3724167 SRR3724169 SRR3724171
ZT3D7_G4292 1 6 5 5 4 305 0 207 258 5 1 2 5 10 14 268 133 0 515 248 351 309 0 0 1 2 9 11 2 15 291 141 302 434 514 1 5 0 59 1 10 21 102 97 72 499 361 393
ZT3D7_G4293 0 2 2 5 2 583 0 443 578 4 1 3 5 7 27 91 53 2 314 275 590 469 1 2 3 5 7 3 0 33 202 56 660 574 868 0 5 4 73 0 8 23 49 46 72 575 588 628
ZT3D7_G4294 0 1 1 6 0 54 0 33 92 0 1 0 3 1 4 74 36 0 124 49 81 65 0 0 0 0 2 3 2 3 88 46 50 87 60 1 1 0 17 0 1 4 29 47 14 112 102 111
ZT3D7_G4295 4 20 17 50 19 12203 6 8300 11505 33 29 54 46 25 80 1432 406 5 4222 10524 12949 11086 12 52 18 21 71 35 13 192 1307 329 8738 10518 13929 34 42 60 583 1 71 72 203 173 433 8454 7391 7516
ZT3D7_G4296 4 3 4 7 2 181 0 201 281 5 2 3 3 3 10 99 43 0 174 184 374 266 5 3 2 1 9 5 2 10 124 22 347 373 611 4 5 0 42 4 17 19 45 34 32 496 508 515
ZT3D7_G4297 1 10 5 19 7 2251 1 1754 2098 9 19 15 25 12 54 636 208 2 1624 1696 2417 1793 4 9 4 9 20 21 8 43 442 268 1684 1808 2320 19 10 23 254 4 41 66 250 189 248 2832 2435 2497
ZT3D7_G4298 1 12 8 16 9 731 3 828 761 29 25 13 22 9 30 86 61 0 126 460 679 550 8 3 0 11 13 8 8 17 256 160 830 658 1191 14 10 5 133 1 14 53 60 85 65 1506 862 1096
ZT3D7_G4299 8 1 8 12 7 1061 2 1097 1178 11 15 15 17 9 28 170 95 0 382 937 1137 1090 1 8 5 5 13 10 2 41 152 51 978 1106 1323 2 7 5 99 2 15 19 73 72 60 1505 873 1313
ZT3D7_G4300 0 5 9 15 10 723 0 743 815 7 18 13 4 11 21 581 192 0 1135 801 1038 936 3 14 12 10 23 13 6 62 357 197 896 1041 1320 8 4 10 126 2 36 36 177 158 172 1149 997 1158
ZT3D7_G4301 4 4 5 19 7 506 4 575 608 27 17 23 30 19 71 221 217 1 543 435 811 647 2 15 4 8 21 11 3 56 381 210 667 780 762 12 18 14 138 5 22 53 172 156 144 925 510 823
ZT3D7_G4302 0 2 1 6 2 112 0 80 151 6 4 5 5 4 5 48 24 1 74 74 112 89 0 7 2 1 5 1 1 8 23 14 145 190 240 4 5 5 26 0 3 7 20 15 33 173 147 168
ZT3D7_G4303 3 9 3 21 5 1201 7 1231 1414 23 36 29 50 27 78 559 266 3 1142 1264 1688 1427 12 24 15 15 20 12 9 66 301 161 1240 1537 1908 14 19 23 252 8 45 56 205 141 163 2468 1771 2157
ZT3D7_G4304 2 26 25 44 21 2016 4 1649 1922 39 35 9 67 38 215 603 235 1 957 1198 1473 1141 13 3 5 16 64 51 20 143 370 159 919 1055 1329 10 10 30 307 2 78 130 274 324 376 2011 1367 1193
ZT3D7_G4305 0 2 1 7 1 1575 0 699 1351 1 3 4 4 3 14 154 19 0 548 732 1317 984 3 4 0 0 4 1 1 10 88 0 416 643 520 0 7 21 99 6 11 10 21 29 91 1615 1098 1325
ZT3D7_G4306 5 8 7 14 6 710 2 536 792 12 9 8 14 5 23 360 148 1 554 749 864 777 2 9 3 1 5 1 3 22 122 36 405 487 489 2 6 12 91 3 18 32 97 67 115 1224 825 960
ZT3D7_G4307 1 6 7 19 8 486 1 488 578 42 42 42 94 24 71 654 275 2 1198 1021 961 979 9 8 4 12 34 14 2 42 400 217 970 1341 1103 9 4 13 123 8 38 61 149 121 138 1165 909 1013
ZT3D7_G4308 0 6 3 7 3 484 0 373 460 18 12 13 15 4 50 28 11 0 42 418 394 483 1 11 5 4 14 5 6 11 153 44 637 560 1008 10 7 1 86 0 11 11 11 19 18 1079 557 592
ZT3D7_G4309 11 2 7 18 14 2547 1 3067 1965 18 13 15 9 5 21 512 87 1 865 1204 1964 1618 3 5 4 3 6 1 4 13 449 118 1021 1301 1439 1 19 8 241 4 15 24 64 30 65 4398 1741 4077
ZT3D7_G4310 15 37 48 42 25 4339 12 5105 4720 38 62 33 49 61 168 1577 830 5 3554 7607 6765 5864 18 37 12 35 56 36 23 134 1113 551 4384 6061 7111 37 16 21 674 10 88 135 613 598 563 7444 7293 7196
ZT3D7_G4311 0 0 1 1 0 91 0 122 139 2 0 0 0 1 3 8 1 0 36 70 168 109 0 0 0 2 1 0 1 0 12 11 89 112 173 1 2 6 21 0 0 3 2 1 10 171 118 192
ZT3D7_G4312 3 10 2 5 4 95 2 79 107 13 24 17 11 1 23 145 58 1 235 114 208 164 3 17 7 3 4 3 2 20 64 39 60 169 118 7 12 19 22 2 4 9 22 25 33 149 116 166
ZT3D7_G4313 1 14 14 18 11 258 1 322 281 46 18 18 31 44 178 262 273 1 394 301 349 358 3 21 5 31 36 57 11 102 218 135 409 601 697 13 16 21 173 2 63 90 220 216 232 687 539 673
ZT3D7_G4314 7 5 8 2 5 507 10 515 480 48 29 29 88 5 61 143 122 6 144 785 615 807 6 41 11 17 13 11 13 42 24 28 241 318 317 21 10 28 89 22 15 9 23 13 27 1385 447 460
ZT3D7_G4315 15 27 23 34 18 3777 11 2997 4086 120 127 107 162 51 180 519 395 12 1364 2927 4360 4482 12 56 29 27 59 35 27 110 842 399 3625 3213 4107 54 67 65 427 30 78 84 308 271 240 4772 3045 3178
ZT3D7_G4316 2 15 19 28 13 594 2 661 785 30 13 10 28 26 119 1039 558 3 1848 517 951 697 7 22 5 16 22 22 10 87 677 425 747 811 918 13 22 10 159 3 42 65 417 301 354 728 612 949
ZT3D7_G4317 0 2 1 2 1 87 1 142 75 0 0 0 2 1 9 148 36 0 238 69 98 110 0 0 0 1 1 3 0 8 70 28 136 114 220 0 1 0 12 0 7 9 16 29 28 51 48 92
ZT3D7_G4318 1 1 2 3 2 3354 6 2901 2895 30 24 7 33 3 21 371 61 1 1202 2829 2759 3204 8 38 6 5 13 4 11 2 217 99 3584 3454 5934 19 31 21 231 9 14 32 35 17 30 3883 2949 3468
ZT3D7_G4319 0 1 0 0 0 171 0 105 157 3 0 0 2 3 7 74 47 0 141 43 111 70 0 0 0 0 6 2 0 7 65 24 72 82 94 0 1 6 15 0 3 3 23 26 26 89 86 118
ZT3D7_G4320 2 27 12 22 16 488 0 573 422 13 10 9 34 22 82 201 229 0 364 567 580 617 13 0 3 16 32 26 10 116 302 191 1071 1339 1417 6 7 0 104 3 32 55 122 130 191 291 257 302
ZT3D7_G4321 0 2 1 0 0 18 0 16 25 0 1 5 1 4 5 52 21 0 40 42 35 44 0 0 0 0 2 3 0 12 19 21 15 36 29 0 1 3 6 0 2 2 17 15 30 43 28 19
ZT3D7_G4322 0 0 0 0 0 48 0 55 59 0 0 0 0 0 0 11 1 0 14 62 67 63 0 0 2 0 0 0 0 1 4 0 16 35 27 1 0 0 3 0 0 0 1 2 0 33 21 46
ZT3D7_G4323 0 0 0 2 0 199 0 166 214 3 3 3 0 1 10 108 46 0 110 127 203 168 0 7 0 0 0 2 1 18 67 25 143 113 138 2 1 7 24 1 7 6 21 14 45 135 111 143
ZT3D7_G4324 1 8 2 12 4 864 3 661 745 12 7 8 19 5 38 142 70 0 427 1404 1743 1803 2 8 4 1 8 5 3 12 143 33 613 647 1051 3 7 5 65 0 4 23 52 42 42 685 708 876
ZT3D7_G4325 3 4 3 8 2 280 5 254 308 14 13 8 20 7 35 209 95 3 305 210 308 238 7 17 8 9 16 3 1 19 186 88 407 392 510 13 14 13 47 0 16 23 96 86 91 427 328 424
ZT3D7_G4326 2 14 13 19 6 1166 4 980 1414 18 21 13 38 21 70 1193 259 1 2427 1405 1860 1578 1 7 5 10 39 5 3 37 460 206 1243 1501 1709 3 8 11 132 4 27 28 140 104 121 1307 1312 1346
ZT3D7_G4327 1 3 4 8 2 661 3 559 695 10 12 12 14 4 14 82 40 2 212 1257 1076 1106 2 11 3 7 9 5 7 18 86 33 739 740 1011 3 13 19 56 5 6 15 24 26 51 724 590 814
ZT3D7_G4328 3 2 3 7 5 438 0 392 601 5 4 4 2 5 16 228 80 2 527 618 622 638 0 5 1 2 5 6 9 23 137 82 701 750 1039 3 4 5 76 3 6 3 44 32 45 720 614 680
ZT3D7_G4329 0 0 1 4 0 3644 0 2629 4501 1 0 0 1 7 0 1445 194 0 3750 3258 3400 3401 0 0 0 0 3 0 4 10 833 138 1453 1952 2610 0 1 2 159 0 1 2 257 77 24 2344 2112 2089
ZT3D7_G4330 0 0 0 1 1 478 1 348 570 0 2 0 0 3 1 306 20 0 786 1480 1437 1381 0 0 0 0 1 1 0 2 186 31 523 723 753 0 2 1 58 0 2 3 42 19 14 883 894 950
ZT3D7_G4331 0 3 0 3 1 75 0 69 134 6 2 4 6 2 8 168 57 0 268 56 113 95 2 3 0 1 4 1 4 19 138 31 86 66 126 2 2 0 18 2 5 9 41 34 36 106 59 100
ZT3D7_G4332 0 0 0 3 3 25 0 19 31 0 0 0 0 1 3 61 14 0 108 24 26 15 0 0 0 0 0 1 0 3 41 22 11 20 33 0 0 0 2 0 0 0 9 9 11 10 10 26
ZT3D7_G4333 1 4 8 44 7 12544 1 10071 14280 3 10 8 11 25 35 2757 912 2 8238 8555 12067 11319 0 10 2 17 61 17 10 269 2994 139 5419 8478 9216 13 9 12 734 2 78 136 565 535 1806 7546 6732 12157
ZT3D7_G4334 4 5 10 38 7 9654 3 5616 11895 6 7 5 14 22 42 2372 700 1 8933 3741 6378 5109 4 10 5 10 52 12 2 133 1243 96 3301 4781 5112 7 8 6 285 2 43 60 159 243 926 2522 2288 4026
ZT3D7_G4335 0 4 2 13 2 137 2 172 202 0 6 4 5 16 36 356 90 0 723 271 438 439 0 4 0 1 17 13 1 31 228 65 131 172 200 1 5 1 62 2 5 11 88 83 88 605 339 472
ZT3D7_G4336 0 1 8 7 3 511 2 690 523 8 13 1 11 7 10 610 397 2 823 643 1256 634 0 0 1 2 6 4 3 22 317 166 697 703 1042 2 1 1 52 1 17 14 132 73 66 447 641 1066
ZT3D7_G4337 1 9 9 26 9 1279 8 1305 1762 26 43 32 76 21 69 1361 400 3 2134 1206 1976 1790 5 38 9 13 33 18 11 57 633 344 2137 2217 3001 15 31 12 227 6 40 56 258 226 202 2437 1967 2238
ZT3D7_G4338 863 539 752 515 755 41815 856 45730 30132 1222 1420 1223 1322 371 1630 4904 2277 507 11131 50441 42622 46961 841 1191 885 636 588 477 674 1112 3287 2249 27571 31819 46472 934 1105 974 5938 547 805 915 2660 2283 2255 75238 51048 50937
ZT3D7_G4339 0 0 1 0 0 469 0 364 414 6 6 5 6 0 4 118 46 1 224 474 419 399 0 1 0 7 10 4 4 23 97 36 388 587 436 4 4 7 72 0 7 13 24 18 28 873 505 506
ZT3D7_G4340 1 9 7 5 1 1037 0 877 1173 11 9 13 7 4 8 707 167 2 1392 453 871 779 2 4 0 1 8 5 0 49 641 183 950 1040 1260 3 4 3 112 0 20 21 221 132 171 1130 872 1225
ZT3D7_G4341 3 10 4 12 4 775 2 619 807 9 7 1 7 4 25 307 103 1 542 186 275 248 3 0 0 9 14 11 11 30 344 98 683 677 905 0 0 0 111 3 34 35 180 152 155 284 214 268
ZT3D7_G4342 0 11 1 6 3 83 0 76 82 5 7 2 10 8 19 210 115 0 230 112 154 136 0 1 0 0 12 3 2 20 109 58 135 92 149 2 1 3 38 0 2 18 49 74 38 114 114 129
ZT3D7_G4343 0 3 1 3 1 11 0 13 11 25 20 11 25 11 26 277 139 0 418 1199 1281 1281 1 0 0 0 0 0 0 0 0 0 0 1 1 3 2 1 8 0 4 4 13 13 11 41 19 33
ZT3D7_G4344 0 0 0 1 0 109 3 95 147 7 4 7 7 2 7 21 19 0 54 100 152 134 0 3 0 0 3 1 0 1 38 10 108 84 93 1 2 3 18 1 2 2 17 10 9 191 108 189
ZT3D7_G4345 1 8 9 23 9 1091 1 1090 1250 26 16 25 27 6 49 627 174 0 1278 1574 1791 1639 0 29 2 3 25 13 11 44 405 188 1524 1548 2057 13 16 18 186 3 15 29 135 114 81 2686 1883 2186
ZT3D7_G4346 0 0 0 0 0 2179 0 1473 2819 3 2 0 0 1 8 370 40 0 1058 2378 2248 2251 0 5 1 0 3 0 0 2 150 29 645 909 1130 0 1 1 101 0 1 1 25 11 20 1748 1928 2204
ZT3D7_G4347 0 0 6 18 1 4741 2 246 4661 2 2 3 11 21 29 601 386 3 4630 1915 4199 3482 3 2 0 4 23 7 1 160 509 46 41 93 42 1 0 5 115 0 2 35 78 270 1231 488 442 1466
ZT3D7_G4348 1 1 8 12 4 846 0 527 706 20 21 16 18 17 35 1541 484 2 1710 1376 1640 1461 1 8 3 10 7 7 2 27 497 194 1283 1233 1434 6 9 18 188 0 9 23 256 184 165 2188 1361 1361
ZT3D7_G4349 1 0 4 2 3 440 0 345 719 0 0 2 3 3 9 125 25 0 295 955 1047 1026 0 2 0 2 3 3 0 8 91 18 290 410 496 0 0 2 82 0 7 3 20 27 34 1297 1006 1096
ZT3D7_G4350 1 19 24 45 15 1600 2 1037 1626 23 17 2 11 33 70 1184 726 1 1705 726 1081 881 2 0 5 14 25 20 12 173 826 489 953 1058 1244 12 5 2 206 3 59 75 488 472 551 1215 1180 1346
ZT3D7_G4351 0 0 0 1 0 12 0 25 10 0 0 0 2 0 1 8 3 0 128 125 218 152 0 0 0 0 0 0 0 0 8 0 27 25 41 0 1 0 8 0 0 0 1 2 1 97 42 59
ZT3D7_G4352 0 0 0 1 0 57 0 47 34 2 0 0 0 0 0 40 10 0 128 125 201 142 0 0 1 3 1 0 0 4 24 5 64 115 94 0 1 1 15 0 1 0 2 13 15 185 54 155
ZT3D7_G4353 2 10 4 8 1 622 0 604 805 8 3 1 6 3 20 201 94 0 516 452 805 568 1 6 2 4 18 6 3 15 262 67 681 846 1084 3 6 12 81 0 16 17 83 82 75 936 805 938
ZT3D7_G4354 5 7 5 5 7 391 6 466 610 21 15 13 22 10 38 361 161 3 708 758 651 694 9 17 4 2 14 8 15 20 238 141 575 642 814 11 11 20 102 3 7 6 40 60 56 1087 669 616
ZT3D7_G4355 2 10 10 9 6 686 2 794 885 12 12 14 17 20 33 483 232 1 705 629 851 757 7 7 12 13 16 13 4 66 417 203 988 1092 1332 8 12 13 112 3 21 43 233 145 118 1041 983 1152
ZT3D7_G4356 0 1 1 3 2 300 0 251 376 4 5 11 6 6 26 277 62 0 630 334 499 389 2 7 1 3 11 10 1 26 148 60 568 541 843 6 3 1 56 3 12 17 56 44 67 497 518 644
ZT3D7_G4357 0 0 0 0 0 12 0 13 12 1 1 2 0 0 0 20 14 0 55 44 62 42 1 0 0 0 0 0 0 3 5 3 18 18 13 0 0 0 4 0 0 1 2 3 2 35 17 39
ZT3D7_G4358 0 1 6 7 3 493 2 456 589 10 17 17 20 13 21 204 74 1 474 382 558 450 3 7 2 3 15 4 3 26 174 63 615 737 833 6 12 14 57 0 23 26 55 83 55 908 550 827
ZT3D7_G4359 0 0 0 1 0 10 0 5 5 5 0 0 0 0 2 9 1 0 4 10 7 11 0 0 0 0 0 0 0 0 0 0 6 9 9 0 0 0 0 0 0 0 0 1 1 11 6 4
ZT3D7_G4360 4 5 10 18 6 1447 4 1137 1474 17 23 10 35 15 40 1086 356 1 1545 864 1371 1073 3 12 8 14 25 22 5 45 520 307 1507 1518 1992 13 13 34 183 4 35 37 196 181 190 2116 1763 1592
ZT3D7_G4361 0 5 2 6 1 96 0 98 115 6 3 4 4 5 7 108 42 1 199 100 156 134 1 0 6 0 3 4 0 9 81 36 99 157 164 1 2 3 19 0 10 12 34 30 26 165 117 154
ZT3D7_G4362 0 0 0 0 0 334 1 493 288 2 1 1 0 1 3 52 6 0 197 298 310 332 0 0 0 0 0 1 0 0 43 10 127 102 165 0 10 0 24 0 0 1 10 8 3 322 213 332
ZT3D7_G4363 2 12 10 9 5 861 7 860 1147 11 11 6 11 19 61 617 264 1 1600 670 1057 885 4 15 2 11 23 14 6 45 619 270 1149 1347 1767 5 19 25 180 2 40 54 251 263 195 1914 1699 1935
ZT3D7_G4364 16 27 21 16 9 3882 8 3265 4037 55 55 38 53 36 107 1427 610 7 2371 2766 3572 3338 8 35 15 22 29 22 11 66 913 470 3642 3376 5045 28 32 21 388 8 51 80 474 355 261 5016 3505 3135
ZT3D7_G4365 0 1 0 2 0 168 0 337 58 0 4 1 0 1 1 35 20 0 85 372 382 303 0 0 1 3 1 0 0 5 45 21 537 825 1225 5 1 9 91 0 5 5 19 14 0 1445 1086 1971
ZT3D7_G4366 2 9 2 8 4 794 3 599 777 22 18 31 20 14 43 525 158 0 1371 878 1513 1046 2 21 6 6 17 5 3 34 265 71 847 928 1381 9 20 30 173 1 21 33 103 95 92 2098 1518 2110
ZT3D7_G4367 37 73 66 171 76 34359 48 30573 32777 194 245 234 258 191 528 3453 1483 36 13419 30757 39144 35917 58 309 135 138 271 119 65 658 4300 1274 38778 41889 47245 161 322 242 3523 59 280 386 1021 1218 1871 50651 25836 40130
ZT3D7_G4368 0 0 0 2 1 109 1 79 92 2 11 2 0 1 0 83 21 0 105 126 153 134 0 2 2 0 2 0 0 1 27 19 55 44 125 2 2 0 18 0 7 4 21 16 36 239 127 231
ZT3D7_G4369 64 16 38 53 19 31584 44 21178 25055 76 164 126 241 54 141 9002 795 38 28224 33548 32414 31007 12 195 73 86 177 53 66 147 2728 1169 32055 35037 45963 85 161 206 2045 109 114 264 735 282 423 33685 33061 32659
ZT3D7_G4370 4 16 18 40 21 99 3 134 109 29 12 6 37 39 121 175 175 2 193 230 160 159 11 4 3 14 44 29 9 182 297 347 81 113 113 10 13 6 157 6 35 64 253 384 268 381 204 415
ZT3D7_G4371 13 6 13 14 9 1621 8 1365 1718 49 31 35 54 10 64 594 278 11 1007 1315 1351 1556 7 30 7 17 34 5 11 19 423 170 1666 1318 2179 18 15 13 228 8 26 28 162 149 125 2712 1827 1360
ZT3D7_G4372 4 1 10 5 1 395 7 313 456 26 22 12 34 8 26 385 141 3 775 674 808 622 4 10 5 2 14 4 5 16 201 103 742 706 1011 4 9 11 95 5 11 16 82 71 70 1196 937 980
ZT3D7_G4373 0 0 0 1 0 9 0 16 3 1 2 2 2 4 7 86 42 0 110 9 36 20 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 6 0 1 1 8 8 14 27 18 16
ZT3D7_G4374 0 0 0 0 1 4 0 6 0 0 0 0 0 0 2 3 1 0 4 7 14 10 0 0 0 1 0 0 0 0 1 0 0 1 2 1 0 0 3 0 0 0 0 1 0 15 9 12
ZT3D7_G4375 233 105 89 15 35 6745 140 7354 6571 417 232 166 721 72 348 455 544 130 423 1994 1517 2299 79 493 133 181 264 168 213 147 529 490 4978 3878 6883 404 334 492 1135 218 216 365 284 197 199 15959 8587 7231
ZT3D7_G4376 0 2 0 2 1 151 0 171 221 0 0 0 0 1 13 89 41 1 108 36 100 85 0 5 2 6 0 1 0 7 109 44 190 230 249 0 0 4 41 0 3 5 36 29 56 250 212 353
ZT3D7_G4377 11 2 4 8 2 1671 4 1305 1761 22 18 17 23 9 34 365 122 15 790 1027 1451 1279 5 13 7 9 18 15 13 31 301 132 1563 1454 1903 16 21 34 168 4 26 21 102 84 99 2444 1480 1955
ZT3D7_G4378 2 55 21 57 35 8 5 5 3 65 20 9 22 9 84 16 12 8 31 24 22 30 18 0 6 17 38 11 28 12 19 67 24 24 17 50 28 10 98 10 70 153 103 135 42 38 14 20
ZT3D7_G4379 1 6 8 6 5 419 1 399 484 8 11 4 13 5 19 351 153 0 548 517 570 448 4 2 2 1 3 1 8 19 134 65 328 305 355 1 8 3 89 1 8 23 83 76 102 973 784 789
ZT3D7_G4380 0 1 3 7 4 1333 4 793 1319 5 5 3 5 5 13 134 51 0 335 834 942 725 0 3 0 5 2 1 1 1 102 19 884 1000 1327 5 3 2 101 0 6 12 69 59 33 1601 1774 1775
ZT3D7_G4381 10 603 350 539 204 3443 55 3918 2082 545 313 112 657 499 2262 2079 4152 33 1846 1381 1538 1825 380 91 111 593 1149 1304 295 3631 8473 5070 5294 3814 5325 175 118 46 1229 69 687 843 1413 2055 2036 2586 1261 1329
ZT3D7_G4382 0 0 0 1 0 37 1 37 50 1 1 0 0 3 11 65 39 0 93 25 48 36 0 0 0 3 5 3 0 24 63 33 45 55 81 3 1 0 14 0 7 9 8 16 24 91 61 91
ZT3D7_G4383 0 1 0 0 2 3 0 6 10 1 1 1 0 3 9 133 51 0 257 32 36 34 0 0 0 0 0 2 0 4 35 14 23 58 40 0 0 0 3 0 0 1 7 3 9 15 6 14
ZT3D7_G4384 0 1 0 1 1 16 0 23 36 2 0 3 5 6 13 77 40 0 84 46 78 53 0 0 0 0 2 3 0 0 35 13 37 46 49 1 1 0 9 0 1 5 13 10 8 62 69 71
ZT3D7_G4385 0 0 0 0 0 0 0 0 0 0 4 1 2 0 0 41 11 0 36 51 59 41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
ZT3D7_G4386 0 3 3 2 2 517 1 346 528 2 7 1 1 5 6 284 26 2 648 673 1085 765 0 2 0 0 0 0 1 3 86 14 195 229 406 0 1 0 34 0 0 4 14 10 11 447 340 542
ZT3D7_G4387 1 3 6 12 4 2753 1 2054 2126 22 43 38 49 13 49 293 90 2 855 2976 3505 3428 18 31 14 10 20 7 6 30 321 132 2352 2660 2867 30 55 31 358 2 40 38 97 75 89 5213 3072 4179
ZT3D7_G4388 3 0 1 3 0 66 2 88 95 0 1 0 9 2 12 59 17 1 96 41 45 47 0 1 0 0 3 2 2 3 29 15 51 38 92 3 2 2 5 0 2 2 31 15 26 81 40 64
ZT3D7_G4389 0 1 0 0 0 31 0 19 18 2 2 4 0 0 5 22 8 0 32 45 59 35 0 0 0 0 0 0 2 0 1 0 10 13 12 0 0 0 7 1 0 2 1 2 3 18 14 9
ZT3D7_G4390 10 4 12 24 6 1635 2 1583 2084 55 52 48 57 25 79 961 264 10 1555 3172 2605 3058 10 53 8 17 21 14 18 91 712 471 2634 2927 3295 10 21 18 146 23 30 38 221 160 126 1616 1238 1477
ZT3D7_G4391 0 0 0 1 0 7 0 16 6 1 1 0 0 0 3 9 5 0 21 129 104 127 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 4 0 1 0 2 0 4 17 7 27
ZT3D7_G4392 0 0 0 0 0 4 0 1 0 0 3 3 1 3 16 106 40 0 243 480 634 439 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
ZT3D7_G4393 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 12 88 88 76 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ZT3D7_G4394 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 2 3 2 0 0 0 2 0 0 0 0 1 0 0 0 2 0 0 0 2 0 0 2 0 7 0 7 1 1
ZT3D7_G4395 0 0 0 2 0 18 0 5 17 2 1 1 5 1 2 27 11 0 53 15 34 32 0 0 0 0 0 0 1 3 14 3 11 14 12 0 0 0 0 0 1 2 0 4 0 2 0 3
ZT3D7_G4396 4 7 11 13 2 228 8 179 283 58 25 14 43 11 42 255 132 5 407 252 408 341 7 21 4 7 16 11 8 31 228 102 301 297 470 17 9 31 68 26 13 38 108 84 75 402 441 368
ZT3D7_G4397 8 8 9 15 4 125 5 144 137 96 32 19 31 4 87 193 95 6 267 67 116 94 8 33 8 12 17 4 7 35 130 84 80 108 137 32 29 75 55 9 26 16 52 29 33 122 87 155
ZT3D7_G4398 0 1 3 1 1 84 1 93 82 0 2 1 5 3 26 84 48 0 179 76 86 77 2 1 0 1 6 3 2 20 100 19 98 127 103 1 0 4 37 0 3 8 78 87 67 130 100 174
ZT3D7_G4399 9 4 0 1 1 128 0 122 154 1 3 0 2 0 9 52 11 0 69 113 151 121 0 0 1 0 0 0 1 4 38 10 125 147 209 0 0 0 21 0 3 4 5 11 12 210 128 156
ZT3D7_G4400 0 4 2 10 2 463 9 559 527 9 11 4 13 7 38 320 116 4 808 472 464 532 4 10 4 4 18 4 3 32 288 129 763 637 1058 4 10 7 101 2 10 14 100 116 89 1023 479 700
ZT3D7_G4401 0 0 0 1 0 1 0 6 1 0 2 0 0 1 0 5 1 0 12 4 0 2 1 0 0 0 0 0 0 0 5 8 9 16 7 2 0 2 8 2 1 1 6 11 7 15 11 14
ZT3D7_G4402 2 22 14 30 10 1213 3 1632 1541 35 23 29 21 23 98 874 326 4 1812 891 1551 1483 9 21 7 12 27 19 9 100 766 325 1605 1382 2086 15 41 22 282 6 40 70 307 252 252 2797 1630 2461
ZT3D7_G4403 2 7 4 6 10 1480 2 1293 1516 20 12 10 9 17 24 424 186 0 825 1313 1645 1309 2 7 8 6 15 5 1 25 290 160 1376 1533 1935 10 15 13 174 8 13 30 106 84 77 2522 2039 2053
ZT3D7_G4404 2 3 4 5 2 409 0 294 418 8 3 5 1 0 6 88 32 3 118 555 599 416 2 4 4 3 6 1 1 14 110 32 283 305 420 1 1 7 49 3 9 8 25 43 51 495 421 544
ZT3D7_G4405 2 5 12 9 4 471 8 390 410 32 3 7 3 9 17 364 151 0 441 338 417 410 1 11 2 9 11 14 11 13 161 122 410 497 593 16 7 59 71 11 18 14 137 82 74 627 471 537
ZT3D7_G4406 7 11 15 33 23 3752 2 3599 4603 30 27 30 37 16 93 1316 374 4 2639 3382 3919 4200 14 55 11 22 20 21 18 62 920 441 4184 4655 5864 14 19 50 402 3 42 84 282 284 194 5255 4522 4778
ZT3D7_G4407 5 15 14 25 8 1684 6 1381 1920 32 25 27 19 19 53 772 374 1 1426 1165 2019 1466 10 13 6 16 19 23 18 78 590 403 1592 1604 2134 13 17 22 183 2 31 50 276 262 204 1795 1878 1724
ZT3D7_G4408 0 6 3 10 1 191 1 295 207 21 10 10 10 6 57 110 65 2 159 173 275 266 8 4 2 7 10 7 4 20 161 89 202 150 275 13 5 7 104 1 30 34 57 73 55 773 324 494
ZT3D7_G4409 0 0 0 0 0 10 0 7 15 0 0 0 0 0 0 24 9 0 35 7 26 17 0 0 0 0 0 1 0 0 12 19 15 9 7 0 0 3 0 0 0 0 8 3 2 20 14 32
ZT3D7_G4410 4 4 5 15 2 1570 2 1230 1436 5 5 7 4 6 20 390 146 1 1006 1447 1972 1505 6 6 1 0 10 2 8 21 272 96 1297 1173 1513 6 3 7 139 5 13 27 120 92 121 1772 1673 1586
ZT3D7_G4411 0 5 3 6 2 408 0 307 439 8 3 5 5 7 15 175 79 0 351 453 521 492 2 4 0 5 9 9 5 25 155 43 549 783 833 2 7 1 75 0 7 18 40 40 57 636 584 747
ZT3D7_G4412 1 9 10 34 8 1034 3 806 1132 12 15 13 9 14 36 559 209 3 1147 573 1017 832 7 11 3 7 16 22 8 63 504 146 907 1047 1266 10 13 25 149 0 35 47 190 153 151 1479 1047 1561
ZT3D7_G4413 0 0 0 9 0 37 0 4 11 3 3 2 2 2 1 21 6 0 19 21 23 35 4 4 4 0 0 0 0 2 8 1 1 2 12 0 2 2 0 1 0 0 2 0 4 26 6 23
