"","3D1-1-7d_R1","3D1-8-12d_R1","3D1-7-14d_R1","3D1-9-14d_R1","3D1-10-14d_R1","3D1-1-28d_R1","3D1-2-7d_R1","3D1-4-28d_R1","3D1-5-28d_R1","3D7-2-7d_R1","3D7-8-7d_R1","3D7-10-7d_R1","3D7-2-12d_R1","3D7-3-12d_R1","3D7-6-12d_R1","3D7-4-14d_R1","3D7-5-14d_R1","3D1-3-7d_R1","3D7-10-14d_R1","3D7-1-28d_R1","3D7-5-28d_R1","3D7-10-28d_R1","3D1-2-12d_R1","3D1-5-12d_R1"
"ZT3D7_G3651",59,136,84,101,60,49320,53,40484,46596,211,300,274,505,141,461,5413,1530,21,14161,36315,38270,37006,97,55
"ZT3D7_G3652",27,51,16,47,17,26534,12,21127,27369,13,29,25,29,27,62,495,162,13,1099,2473,3294,3492,32,48
"ZT3D7_G3653",2,0,1,1,0,7341,1,8818,11217,3,0,0,0,6,2,448,257,0,2105,5101,6618,4857,1,0
"ZT3D7_G3654",0,0,0,2,0,201,0,116,256,2,1,2,1,1,3,188,33,1,510,250,232,263,0,0
"ZT3D7_G3655",2,8,7,9,4,389,2,277,448,12,3,4,8,5,30,240,75,0,521,249,397,331,2,0
"ZT3D7_G3656",12,10,10,16,4,2214,6,2465,2636,38,54,22,32,16,36,725,165,4,2278,2027,2598,2385,10,6
"ZT3D7_G3657",0,49,59,56,53,61,3,57,41,21,17,8,40,47,153,208,314,3,183,50,71,46,31,8
"ZT3D7_G3658",0,3,2,22,8,1755,7,1473,1667,10,7,8,14,12,56,441,136,1,1176,1264,1875,1516,9,1
"ZT3D7_G3659",1,3,4,8,0,976,0,642,1195,7,3,6,11,4,15,436,116,1,931,528,1248,801,7,0
"ZT3D7_G3660",2,0,0,1,0,334,0,463,132,2,4,1,0,0,2,25,19,0,53,131,102,99,0,0
"ZT3D7_G3661",1,0,3,1,0,1024,0,709,885,4,5,8,8,2,10,136,64,0,308,555,938,717,1,1
"ZT3D7_G3662",49,58,105,64,39,29253,46,23760,35635,94,73,68,62,182,185,10577,5583,12,16797,13817,23266,19256,67,32
"ZT3D7_G3663",0,4,0,4,1,102,0,77,148,6,3,4,5,2,21,17,10,1,29,140,182,182,0,2
"ZT3D7_G3664",0,4,6,15,4,306,9,210,195,7,1,1,10,7,36,188,119,0,475,202,267,210,3,1
"ZT3D7_G3665",1,1,0,1,0,46,0,42,40,6,8,7,6,10,20,399,151,0,757,286,244,236,0,1
"ZT3D7_G3666",16,41,40,75,23,7168,15,5912,7437,60,74,57,81,75,207,2530,1310,11,5508,3650,6698,5381,26,23
"ZT3D7_G3667",19,11,10,34,20,16453,12,16508,16646,27,93,51,48,31,113,1650,402,7,5654,22504,18992,18065,17,7
"ZT3D7_G3668",2,1,2,32,5,9580,0,5935,8351,12,22,22,15,12,21,512,61,2,3653,19043,18973,19445,6,1
"ZT3D7_G3669",19,13,16,15,17,4667,10,3432,4580,66,119,88,96,36,107,786,281,11,1927,3265,3087,3400,12,5
"ZT3D7_G3670",1,1,1,4,1,432,0,349,499,7,4,4,1,1,2,139,29,0,385,629,906,610,1,0
"ZT3D7_G3671",0,0,0,0,1,5,0,10,2,0,1,0,2,1,0,9,1,0,2,14,22,9,0,0
"ZT3D7_G3672",0,4,2,11,1,197,1,176,187,6,10,13,5,13,15,248,79,0,418,247,381,259,0,1
"ZT3D7_G3673",1,0,3,2,0,193,1,141,192,2,3,5,4,5,5,122,51,1,351,282,335,298,1,0
"ZT3D7_G3674",4,6,6,16,4,642,2,684,775,21,12,7,20,10,20,434,206,2,1192,749,1476,1004,7,0
"ZT3D7_G3675",0,9,8,22,3,302,1,278,429,6,3,0,13,10,26,207,103,1,383,145,263,234,2,3
"ZT3D7_G3676",1,3,4,10,3,1304,2,1464,1064,11,3,8,10,7,43,178,40,0,443,818,1115,1106,3,1
"ZT3D7_G3677",0,4,3,10,4,290,2,168,254,17,15,12,32,10,27,273,89,2,276,205,239,267,4,7
"ZT3D7_G3678",0,7,5,9,7,769,1,589,796,5,18,14,14,5,19,230,84,1,355,971,1179,1171,9,0
"ZT3D7_G3679",5,124,57,91,63,36,13,37,33,68,36,8,45,11,127,53,32,6,62,32,36,27,54,12
"ZT3D7_G3680",3,41,23,63,29,1490,9,1387,1361,46,46,61,57,53,127,1211,655,6,1508,879,1447,1360,29,6
"ZT3D7_G3681",2,2,1,3,4,760,1,588,610,7,11,5,10,5,4,291,67,0,977,884,1061,872,3,6
"ZT3D7_G3682",4,4,5,6,8,914,6,1182,1130,48,66,35,92,5,69,90,86,10,98,903,842,1130,8,8
"ZT3D7_G3683",3,16,5,4,4,973,1,545,881,31,44,21,53,7,44,210,110,1,234,427,634,622,9,3
"ZT3D7_G3684",2,2,5,9,2,2194,1,1019,2035,9,15,12,18,25,67,834,285,2,1931,1651,2820,2169,1,2
"ZT3D7_G3685",0,7,1,9,3,1088,2,1040,1049,5,4,6,7,5,23,347,119,0,724,813,1297,980,0,1
"ZT3D7_G3686",0,0,0,2,4,370,0,306,518,1,2,4,1,1,15,274,66,0,523,173,381,255,2,0
"ZT3D7_G3687",0,401,507,1242,129,190,0,94,174,43,56,0,513,1083,3193,3527,6738,0,2801,164,276,233,231,84
"ZT3D7_G3688",5,8,7,15,2,856,6,708,953,31,16,32,38,11,73,507,151,2,773,535,872,752,6,5
"ZT3D7_G3689",1,4,6,4,3,1226,3,1305,1710,15,16,7,30,5,22,513,159,4,1116,1267,1553,1394,2,2
"ZT3D7_G3690",0,4,0,2,5,44,0,40,91,1,3,3,9,8,16,11,24,1,60,38,89,55,3,0
"ZT3D7_G3691",0,1,0,0,0,72,0,74,76,2,0,1,4,3,4,41,33,0,82,36,108,41,0,0
"ZT3D7_G3692",3,7,7,4,5,205,2,95,218,1,1,3,7,8,35,65,31,5,221,193,431,268,3,3
"ZT3D7_G3693",0,1,7,12,1,105,0,71,126,1,0,3,3,2,5,32,12,0,70,40,114,76,2,0
"ZT3D7_G3694",0,0,1,2,0,37,0,25,18,1,0,0,0,2,10,151,43,0,294,614,691,524,2,0
"ZT3D7_G3695",0,1,5,1,4,221,0,153,213,3,0,0,5,4,1,84,34,0,178,134,206,156,0,0
"ZT3D7_G3696",1,9,7,21,5,1519,3,1049,1258,25,14,18,31,16,56,623,255,1,1186,1270,1544,1407,9,7
"ZT3D7_G3697",0,0,2,0,0,37,0,37,70,0,1,0,0,0,4,27,22,0,27,34,53,34,0,0
"ZT3D7_G3698",0,6,1,10,2,373,1,367,472,11,5,6,8,15,24,226,102,2,531,432,555,566,9,3
"ZT3D7_G3699",1,4,3,7,6,863,0,711,793,17,17,12,20,14,53,491,166,1,827,667,1008,928,4,10
"ZT3D7_G3700",0,7,2,9,3,210,0,131,245,6,4,2,1,2,6,35,18,0,59,61,122,78,3,0
"ZT3D7_G3701",3,3,1,9,2,258,1,193,233,12,1,4,13,2,13,175,82,1,318,174,264,278,0,1
"ZT3D7_G3702",3,17,16,20,9,975,2,867,1133,16,9,8,13,12,53,590,282,2,1250,578,1063,879,5,3
"ZT3D7_G3703",1,1,1,1,0,100,0,72,166,1,0,2,4,1,6,127,34,0,221,124,157,111,0,0
"ZT3D7_G3704",2,6,2,7,0,549,1,507,753,3,2,4,5,3,20,49,34,0,67,306,569,459,0,0
"ZT3D7_G3705",5,5,2,14,4,319,0,294,308,20,10,11,16,12,43,427,312,3,618,398,526,575,2,0
"ZT3D7_G3706",0,0,0,0,0,0,0,1,0,4,1,1,2,1,1,112,26,0,102,9,12,21,0,0
"ZT3D7_G3707",0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,1,0,0,6,2,5,0,0
"ZT3D7_G3708",0,1,3,3,2,145,0,178,178,5,6,8,8,6,18,46,22,3,96,115,172,163,2,1
"ZT3D7_G3709",0,0,0,0,0,0,0,0,0,3,1,0,3,5,16,59,37,0,100,21,50,42,0,0
"ZT3D7_G3710",0,7,12,7,2,876,6,760,1035,17,11,9,12,14,54,278,177,1,627,848,1608,1115,4,0
"ZT3D7_G3711",1,5,10,16,2,2861,2,2221,2738,10,12,23,18,14,41,756,250,3,1556,1039,1682,1400,12,7
"ZT3D7_G3712",2,0,2,4,1,1138,2,804,930,3,1,1,3,2,1,192,40,0,335,927,1093,914,0,1
"ZT3D7_G3713",2,2,9,12,2,571,1,474,875,9,6,9,21,11,45,507,175,2,972,510,868,712,2,1
"ZT3D7_G3714",1,2,1,1,1,136,0,120,181,0,0,1,0,0,6,12,13,0,36,71,135,99,0,0
"ZT3D7_G3715",2,4,6,3,4,380,0,318,444,9,3,4,5,9,30,139,50,1,206,260,344,336,2,2
"ZT3D7_G3716",2,38,28,53,27,262,11,205,279,25,21,7,39,29,160,179,194,6,290,134,330,184,21,8
"ZT3D7_G3717",3,14,13,24,6,4386,0,3578,4490,11,13,6,30,14,56,381,145,1,1585,4552,6195,5155,7,3
"ZT3D7_G3718",4,5,6,10,6,1003,6,968,1070,11,20,6,12,10,47,245,167,4,624,618,848,739,6,1
"ZT3D7_G3719",11,17,8,10,4,1386,11,1614,1528,25,38,12,42,21,43,244,147,2,826,995,1524,1257,9,6
"ZT3D7_G3720",5,18,7,19,9,1099,5,1207,1514,27,25,25,28,24,82,480,259,4,1028,905,1295,1258,8,7
"ZT3D7_G3721",0,0,0,1,0,21,0,8,10,0,0,1,0,0,1,4,6,0,5,32,68,41,0,0
"ZT3D7_G3722",0,0,0,4,1,97,1,91,93,6,9,0,10,1,9,61,23,0,80,139,116,200,2,0
"ZT3D7_G3723",3,16,11,7,8,1128,3,1577,1115,32,22,21,31,12,47,176,140,3,327,1537,1391,1858,7,6
"ZT3D7_G3724",0,2,0,0,2,90,0,108,70,0,0,1,2,0,5,10,2,1,2,44,51,58,1,0
"ZT3D7_G3725",1,0,1,1,0,40,0,35,43,0,1,0,0,0,4,32,6,0,30,53,46,34,0,0
"ZT3D7_G3726",3,3,4,5,0,514,1,452,673,11,7,8,10,3,7,99,26,1,219,521,708,712,0,0
"ZT3D7_G3727",2,3,10,10,6,937,3,821,997,10,14,10,8,13,40,483,133,2,1234,1110,1375,1288,3,3
"ZT3D7_G3728",4,1,3,2,1,227,4,257,278,4,15,3,11,1,9,187,59,2,373,289,331,279,2,1
"ZT3D7_G3729",4,4,9,6,4,741,6,841,1105,20,22,16,18,11,41,423,168,4,535,539,644,563,11,3
"ZT3D7_G3730",5,0,4,5,3,404,2,278,485,2,5,1,7,3,8,349,84,0,601,524,795,597,3,0
"ZT3D7_G3731",0,2,0,2,3,501,0,376,672,0,4,1,2,0,8,49,9,0,269,483,775,698,0,0
"ZT3D7_G3732",0,0,0,3,1,251,0,254,358,3,4,2,4,1,5,33,17,1,134,279,431,335,0,1
"ZT3D7_G3733",2,1,3,2,0,611,0,1329,418,1,4,1,0,0,3,75,27,0,392,490,668,592,1,0
"ZT3D7_G3734",0,22,16,71,24,125,1,127,136,31,21,3,41,30,180,201,162,0,351,62,156,92,14,3
"ZT3D7_G3735",2,8,14,14,4,347,5,277,578,6,3,3,17,21,41,266,106,0,564,408,859,492,7,4
"ZT3D7_G3736",1,14,3,18,7,646,1,475,774,8,6,2,7,9,37,145,65,0,392,334,633,426,2,0
"ZT3D7_G3737",0,0,2,2,3,237,0,160,239,2,0,2,0,0,3,23,7,0,31,104,106,90,0,0
"ZT3D7_G3738",1,0,1,1,0,200,0,165,299,0,0,6,2,1,6,138,20,0,237,555,718,597,2,3
"ZT3D7_G3739",1,14,9,21,11,1587,6,1461,1982,32,27,21,27,21,64,484,302,3,983,1169,1582,1286,12,2
"ZT3D7_G3740",1,4,0,4,0,120,1,150,194,14,4,8,6,5,19,19,19,0,74,103,343,212,8,1
"ZT3D7_G3741",3,3,9,15,13,229,2,228,257,13,15,10,23,17,43,695,232,5,1435,427,753,585,9,0
"ZT3D7_G3742",0,0,0,2,0,16,0,20,12,1,0,0,0,2,0,5,8,0,15,7,19,6,0,0
"ZT3D7_G3743",0,4,3,7,1,4951,1,2200,9899,3,1,0,3,12,11,363,272,3,1999,5179,4245,4111,2,0
"ZT3D7_G3744",0,15,7,13,10,83,3,37,138,6,3,2,6,10,27,43,39,0,105,81,88,79,5,2
"ZT3D7_G3745",0,6,0,1,2,9,0,7,11,0,0,0,2,0,2,0,0,1,2,10,5,14,4,0
"ZT3D7_G3746",0,4,8,9,1,381,1,384,552,13,14,13,20,2,15,130,54,0,253,622,646,717,5,4
"ZT3D7_G3747",1,207,89,183,91,110,9,116,174,84,27,33,104,142,598,186,254,9,326,131,147,126,78,32
"ZT3D7_G3748",2,13,18,16,11,1009,1,737,1205,15,12,10,15,14,44,666,239,4,1135,803,1057,979,8,0
"ZT3D7_G3749",9,9,13,19,12,3298,2,2188,3456,36,36,38,21,28,113,849,381,3,1772,4124,4910,4583,3,6
"ZT3D7_G3750",2,13,8,29,7,1756,0,1080,2254,9,10,5,7,16,30,974,338,0,1977,1526,2552,1901,2,0
"ZT3D7_G3751",1,15,8,13,7,355,1,263,436,17,10,6,8,27,38,354,192,1,700,294,424,355,3,2
"ZT3D7_G3752",1,0,3,2,1,60,3,37,89,22,76,8,92,23,22,2098,924,0,1647,1082,1156,1201,0,0
"ZT3D7_G3753",0,5,7,8,5,163,0,120,218,10,3,3,9,14,24,853,359,2,872,386,555,486,1,0
"ZT3D7_G3754",0,1,2,2,0,90,0,57,131,6,10,4,5,6,9,411,126,0,654,224,293,233,0,0
"ZT3D7_G3755",0,1,2,8,1,738,0,858,1052,16,3,15,8,7,22,334,71,1,801,942,1291,1052,2,0
"ZT3D7_G3756",2,15,11,28,9,1903,3,1725,1912,33,31,18,26,32,88,1269,359,5,2086,1855,2191,1856,9,8
"ZT3D7_G3757",0,13,12,12,7,1694,1,1506,1894,14,19,8,29,16,37,739,249,0,1802,1600,2244,1884,7,2
"ZT3D7_G3758",2,2,1,3,2,442,0,297,463,0,3,1,8,1,16,347,119,1,541,252,381,256,1,0
"ZT3D7_G3759",10,9,16,31,10,4384,9,3788,4375,34,67,23,44,18,49,1849,375,7,3434,2822,4460,3597,6,9
"ZT3D7_G3760",10,24,12,34,11,6597,6,5924,7376,30,32,20,40,45,121,2162,736,2,5274,4503,7525,5788,19,5
"ZT3D7_G3761",1,8,5,20,6,1053,1,723,1289,26,8,6,18,10,34,398,116,1,887,810,886,835,6,6
"ZT3D7_G3762",0,1,4,5,2,646,0,611,880,9,7,4,7,2,14,138,62,0,219,371,450,442,6,0
"ZT3D7_G3763",0,14,5,8,0,308,1,255,296,7,2,4,6,5,13,436,160,2,713,193,305,240,1,0
"ZT3D7_G3764",20,57,52,61,20,1511,14,1486,1520,94,74,53,105,70,253,924,666,8,1834,894,1685,1389,30,10
"ZT3D7_G3765",0,3,2,0,1,227,0,142,220,10,11,9,8,2,9,157,53,0,277,240,210,190,0,0
"ZT3D7_G3766",1,5,2,3,1,418,0,344,490,9,8,3,8,6,21,96,32,0,169,322,537,582,0,3
"ZT3D7_G3767",0,7,3,6,8,925,2,1108,1172,17,15,10,12,6,48,300,179,1,718,592,1132,885,4,1
"ZT3D7_G3768",0,0,0,0,1,5,0,1,1,0,1,1,0,0,0,5,2,0,4,4,10,12,0,0
"ZT3D7_G3769",0,0,0,1,0,9,0,4,1,2,0,0,2,3,3,35,17,0,45,18,24,12,0,1
"ZT3D7_G3770",6,20,9,21,8,413,5,316,429,55,86,48,148,26,81,682,265,7,1093,534,805,650,8,4
"ZT3D7_G3771",0,2,2,0,0,37,0,40,31,4,4,4,16,0,17,10,4,0,2,15,55,59,1,0
"ZT3D7_G3772",0,1,1,4,1,57,0,74,67,0,1,0,3,0,7,20,21,0,77,28,67,43,2,0
"ZT3D7_G3773",0,1,1,2,0,49,0,8,71,4,9,4,3,4,12,65,25,1,259,150,264,167,1,0
"ZT3D7_G3774",0,5,3,12,2,263,1,120,245,16,12,5,10,10,31,341,146,2,548,283,281,327,0,6
"ZT3D7_G3775",4,6,5,2,1,399,4,258,385,9,8,5,24,2,20,25,21,0,31,301,394,422,1,6
"ZT3D7_G3776",0,5,3,1,4,198,0,135,248,0,2,0,0,0,1,17,5,2,38,65,58,72,4,0
"ZT3D7_G3777",0,0,1,1,0,394,0,498,277,2,0,2,1,2,5,278,33,0,1483,989,2205,1370,0,0
"ZT3D7_G3778",2,1,5,4,5,50,1,31,51,5,1,1,0,3,7,35,19,0,90,41,55,30,1,0
"ZT3D7_G3779",0,2,6,3,6,64,1,124,79,3,3,1,8,6,42,85,24,1,152,121,186,170,2,1
"ZT3D7_G3780",0,9,5,2,3,25,0,32,31,3,10,1,5,3,19,97,76,0,157,30,63,36,8,0
"ZT3D7_G3781",1,2,3,6,2,179,1,119,183,4,1,3,8,1,8,126,75,0,210,136,259,156,0,0
"ZT3D7_G3782",0,8,6,7,3,1027,2,990,1028,22,11,16,13,12,23,521,233,1,634,616,1002,924,2,10
"ZT3D7_G3783",0,4,1,3,1,55,0,35,36,1,2,0,1,1,3,19,21,0,39,28,54,29,0,0
"ZT3D7_G3784",0,2,2,11,1,48,1,99,90,9,3,1,8,16,30,283,122,1,1272,103,166,168,0,2
"ZT3D7_G3785",1,20,13,14,6,139,0,141,177,22,11,12,19,13,41,237,136,4,430,109,230,183,3,4
"ZT3D7_G3786",1,4,2,9,4,284,0,242,242,6,1,7,7,4,11,273,37,2,483,238,480,363,1,1
"ZT3D7_G3787",0,0,0,0,0,12,0,12,15,2,0,0,0,0,0,11,1,0,18,3,3,4,0,0
"ZT3D7_G3788",0,0,0,2,0,11,0,3,8,0,0,0,1,0,0,4,1,0,18,0,6,5,0,0
"ZT3D7_G3789",4,45,20,43,27,7566,6,6040,7088,23,35,34,49,42,141,1438,406,5,4454,6938,8371,6822,15,8
"ZT3D7_G3790",1,16,16,41,14,3968,3,3398,4323,28,27,18,36,30,93,1979,620,3,4595,4523,5207,4201,6,12
"ZT3D7_G3791",1,10,4,12,5,2167,5,2407,2189,22,26,33,42,13,43,712,265,1,1468,1290,2120,2018,4,2
"ZT3D7_G3792",1,85,53,149,56,778,5,712,703,63,30,28,86,66,285,428,263,2,930,750,786,792,34,14
"ZT3D7_G3793",0,0,1,0,0,27,1,14,30,0,6,0,0,0,3,18,2,0,25,31,34,32,0,0
"ZT3D7_G3794",0,12,13,16,3,702,1,810,811,17,18,20,22,4,43,582,180,0,982,571,951,885,4,5
"ZT3D7_G3795",8,10,6,7,4,1350,4,1051,1332,15,13,14,24,15,31,757,271,7,1330,962,1320,1042,1,2
"ZT3D7_G3796",0,1,0,5,0,196,0,128,181,1,3,1,1,0,6,42,14,0,80,67,182,126,0,0
"ZT3D7_G3797",1,2,5,8,7,99,0,59,117,8,25,9,21,9,28,54,37,0,122,100,130,178,2,1
"ZT3D7_G3798",0,0,1,7,2,60,1,55,107,3,6,3,8,5,14,148,52,0,218,33,120,89,2,2
"ZT3D7_G3799",4,12,13,10,5,445,4,370,535,33,12,13,34,13,44,347,181,2,588,233,517,374,6,2
"ZT3D7_G3800",2,9,10,10,5,513,4,420,569,12,6,3,6,3,26,353,174,0,627,507,683,608,5,4
"ZT3D7_G3801",0,4,2,1,3,745,2,732,688,12,12,9,7,2,5,314,84,1,679,716,887,839,4,3
"ZT3D7_G3802",6,2,3,1,0,304,0,310,315,8,4,8,5,3,14,130,34,0,239,207,313,310,4,1
"ZT3D7_G3803",0,0,0,0,1,105,0,57,95,3,3,2,6,0,3,24,17,1,52,82,170,97,0,0
"ZT3D7_G3804",0,5,2,8,2,398,0,370,448,4,5,7,10,2,12,182,62,0,397,486,593,442,9,2
"ZT3D7_G3805",0,2,1,4,0,577,0,446,651,1,4,9,7,4,4,117,63,0,282,526,636,610,5,0
"ZT3D7_G3806",0,9,7,18,9,1357,3,1214,1572,5,6,8,12,13,23,963,244,1,1956,841,1281,1007,9,3
"ZT3D7_G3807",1,4,3,13,2,643,0,490,623,4,0,1,6,4,17,279,75,1,600,322,624,443,5,1
"ZT3D7_G3808",0,3,0,0,1,138,0,153,153,0,0,0,0,1,1,26,9,0,45,128,154,168,0,0
"ZT3D7_G3809",14,21,28,50,20,10778,17,6406,10461,66,108,62,132,32,115,1781,382,9,4353,6953,10089,7674,32,30
"ZT3D7_G3810",11,22,11,8,6,1650,7,1268,1314,7,17,19,20,11,39,223,103,3,426,615,955,944,5,9
"ZT3D7_G3811",0,7,9,14,3,1112,0,973,1379,8,14,8,7,5,37,660,220,1,1560,681,1390,958,6,2
"ZT3D7_G3812",19,28,22,20,15,1027,9,1383,1004,30,38,22,25,25,72,755,259,11,1505,1003,1160,1045,18,5
"ZT3D7_G3813",3,0,7,15,3,654,1,607,750,11,11,7,15,9,20,417,139,1,815,398,645,533,0,1
"ZT3D7_G3814",1,21,12,33,12,1217,4,1443,1488,28,15,11,26,28,80,1016,302,2,1852,994,1825,1395,14,2
"ZT3D7_G3815",1,5,11,3,4,408,0,356,453,7,12,4,12,13,26,447,202,4,638,509,503,564,1,0
"ZT3D7_G3816",1,3,3,5,0,546,0,334,605,4,2,0,2,7,9,114,51,1,241,248,443,394,0,0
"ZT3D7_G3817",6,3,4,7,3,752,2,581,781,12,24,12,20,10,20,355,137,5,578,765,801,690,1,6
"ZT3D7_G3818",2,2,10,8,3,355,5,368,384,12,19,21,27,4,31,385,158,1,375,279,324,375,7,4
"ZT3D7_G3819",0,6,5,4,3,478,0,437,485,8,3,6,7,11,22,306,95,0,577,375,581,572,7,1
"ZT3D7_G3820",5,13,13,33,16,4011,3,3266,3951,29,29,19,23,20,67,1239,352,5,2695,3152,4268,3095,2,6
"ZT3D7_G3821",0,3,2,1,1,38,0,28,25,20,34,5,14,1,5,44,20,0,59,59,65,46,0,0
"ZT3D7_G3822",1,1,2,6,2,123,0,104,173,2,3,1,3,5,4,50,30,0,107,72,157,144,2,1
"ZT3D7_G3823",5,7,3,18,1,1487,2,1275,1634,8,17,5,5,8,15,538,121,1,1054,1536,1555,1535,5,2
"ZT3D7_G3824",2,3,0,0,1,4,0,20,18,9,17,2,21,6,21,228,98,0,334,142,225,126,0,0
"ZT3D7_G3825",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ZT3D7_G3826",2,2,0,2,1,120,0,89,175,10,4,9,10,14,34,365,156,0,626,344,473,284,0,0
"ZT3D7_G3827",0,6,3,3,5,6,0,4,15,5,0,0,1,0,9,35,14,0,33,2,8,6,4,0
"ZT3D7_G3828",0,4,0,1,0,171,0,134,189,2,0,0,2,1,4,52,14,0,17,121,270,190,0,0
"ZT3D7_G3829",2,21,13,25,12,1155,3,901,1310,23,23,7,12,15,57,545,256,1,1743,843,1447,1026,14,3
"ZT3D7_G3830",1,3,2,8,4,356,0,272,558,3,5,6,5,12,33,661,245,0,1127,310,648,381,2,2
"ZT3D7_G3831",0,0,0,3,3,64,0,41,36,1,0,0,1,0,2,0,2,0,15,62,76,90,7,1
"ZT3D7_G3832",7,23,15,20,11,433,7,449,462,51,34,24,54,12,58,303,134,4,345,391,514,531,4,6
"ZT3D7_G3833",0,2,0,0,1,21,0,25,61,7,1,6,4,0,6,9,9,0,23,36,49,37,0,0
"ZT3D7_G3834",0,0,0,0,0,6,0,4,2,0,0,0,0,1,0,3,4,0,6,6,1,4,0,3
"ZT3D7_G3835",1,2,2,4,2,93,0,102,70,9,3,3,8,5,21,150,62,0,266,182,320,260,2,0
"ZT3D7_G3836",1,6,6,8,7,855,2,590,687,16,6,10,10,1,29,300,104,5,389,480,845,675,3,2
"ZT3D7_G3837",5,15,4,20,8,548,2,575,595,23,16,15,9,10,67,170,91,1,335,372,682,524,4,0
"ZT3D7_G3838",0,0,2,3,1,746,2,365,653,7,3,1,7,4,11,187,68,0,396,314,534,319,2,0
"ZT3D7_G3839",0,1,2,1,1,82,0,53,83,1,1,0,3,0,3,14,7,0,32,40,76,64,2,0
"ZT3D7_G3840",0,0,0,0,0,13,0,8,12,1,0,2,0,0,0,13,18,0,42,14,21,9,0,0
"ZT3D7_G3841",0,0,0,1,0,1,0,1,4,0,0,0,0,0,0,24,16,0,61,22,15,13,0,0
"ZT3D7_G3842",0,1,2,8,1,93,0,95,134,2,1,0,0,3,6,98,41,0,138,71,147,89,0,0
"ZT3D7_G3843",0,10,2,3,1,587,0,544,673,1,6,5,2,6,13,78,24,0,187,395,539,479,2,1
"ZT3D7_G3844",3,13,7,16,11,3505,1,2748,3487,41,32,37,45,25,82,807,327,2,2240,2484,3731,3671,11,5
"ZT3D7_G3845",0,2,5,1,2,359,0,280,314,7,2,2,2,5,4,238,61,2,417,231,304,316,0,1
"ZT3D7_G3846",0,0,1,0,0,77,0,77,64,1,0,0,0,0,3,53,21,0,112,118,108,109,0,0
"ZT3D7_G3847",0,1,2,2,0,18,0,13,21,3,0,1,1,4,5,87,37,0,112,68,97,63,0,0
"ZT3D7_G3848",1,12,6,11,8,543,0,440,533,6,3,4,20,12,35,360,115,0,588,572,780,579,9,1
"ZT3D7_G3849",0,3,4,1,2,367,0,406,276,1,0,0,7,3,1,121,36,0,180,188,317,270,2,0
"ZT3D7_G3850",3,2,1,2,0,123,0,94,187,3,3,4,7,4,8,45,26,4,95,176,246,163,1,0
"ZT3D7_G3851",4,6,4,12,4,939,1,493,1033,19,32,31,32,21,63,423,165,1,1187,1515,2623,2010,1,3
"ZT3D7_G3852",0,1,2,7,3,530,1,284,541,3,6,3,16,8,23,144,59,2,362,402,676,399,4,0
"ZT3D7_G3853",55,35,31,37,25,4387,24,2918,3890,172,205,144,238,65,245,1065,629,19,2223,3622,4229,3997,48,37
"ZT3D7_G3854",0,0,0,0,0,12,0,17,19,2,0,0,0,2,1,6,6,1,16,25,29,22,0,0
"ZT3D7_G3855",0,18,7,24,10,220,2,221,131,18,5,17,21,9,61,77,38,7,169,308,452,258,7,0
"ZT3D7_G3856",6,0,2,2,2,939,6,956,1027,8,8,14,16,3,21,436,88,3,1222,1014,1176,1336,5,6
"ZT3D7_G3857",5,13,10,11,3,494,0,601,689,11,15,7,18,12,30,125,78,0,258,329,665,526,4,0
"ZT3D7_G3858",1,5,3,1,2,523,0,386,525,0,0,5,2,4,8,33,20,0,61,172,238,209,1,0
"ZT3D7_G3859",0,1,4,7,3,289,0,252,339,2,0,2,2,5,6,60,22,1,142,135,207,175,0,0
"ZT3D7_G3860",8,3,5,12,6,1986,5,3156,1338,3,11,9,12,9,17,365,136,3,541,291,380,335,4,3
"ZT3D7_G3861",3,12,10,21,4,244,4,255,373,12,14,7,8,9,59,278,108,5,609,583,856,688,7,2
"ZT3D7_G3862",0,12,18,18,6,233,3,203,251,6,5,3,9,17,61,170,124,0,295,91,191,147,8,0
"ZT3D7_G3863",1,3,2,5,2,402,2,339,488,1,3,6,3,5,18,114,47,1,210,296,401,363,3,0
"ZT3D7_G3864",0,0,4,0,0,67,0,42,70,1,5,1,0,0,0,11,7,0,8,24,28,14,0,6
"ZT3D7_G3865",0,0,0,0,0,0,0,5,0,4,2,2,4,1,4,79,39,0,56,89,93,88,0,0
"ZT3D7_G3866",5,2,1,6,1,248,0,183,267,0,0,0,0,3,3,55,10,0,55,126,214,153,0,0
"ZT3D7_G3867",2,7,3,5,6,741,3,597,786,4,5,10,12,7,28,99,36,2,187,456,699,599,2,3
"ZT3D7_G3868",2,0,4,6,2,355,1,355,367,6,9,15,8,4,13,114,40,4,209,321,549,372,1,1
"ZT3D7_G3869",4,5,11,7,8,668,5,639,844,31,12,19,28,14,45,117,78,3,314,516,941,813,8,3
"ZT3D7_G3870",0,4,6,4,1,90,1,81,104,3,1,0,6,5,10,62,38,0,96,60,81,66,0,3
"ZT3D7_G3871",0,0,0,6,1,1577,0,1351,1564,7,13,7,2,3,2,304,64,5,740,684,1074,899,3,0
