"","1A5-1-7d_R1","1A5-7-7d_R1","1A5-10-7d_R1","1A5-3-12d_R1","1A5-5-12d_R1","1A5-7-12d_R1","1A5-8-14d_R1","1A5-9-14d_R1","1A5-10-14d_R1","1A5-3-28d_R1","1A5-6-28d_R1","1A5-7-28d_R1","1E4-4-7d_R1","1E4-5-7d_R1","1E4-6-7d_R1","1E4-3-12d_R1","1E4-6-12d_R1","1E4-7-12d_R1","1E4-5-14d_R1","1E4-8-14d_R1","1E4-10-14d_R1","1E4-3-28d_R1","1E4-4-28d_R1","1E4-6-28d_R1"
"ZT3D7_G7939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ZT3D7_G7940",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G7941",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2
"ZT3D7_G7942",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G7943",0,3,0,9,0,3,27,90,9,0,0,0,9,24,3,9,3,0,3,21,42,0,0,0
"ZT3D7_G7944",0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
"ZT3D7_G7945",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G7946",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ZT3D7_G7947",0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,17,7,17
"ZT3D7_G7948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ZT3D7_G7949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZT3D7_G7950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"ZT3D7_G7951",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G7952",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G7955",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"ZT3D7_G7956",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G7958",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G7960",0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G7961",0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,3
"ZT3D7_G7963",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G7965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G7968",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G7969",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G7970",0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,1,0,2,2,3,1
"ZT3D7_G7971",0,0,0,6,0,0,0,3,0,6,0,2,0,6,3,0,0,0,0,0,15,0,0,0
"ZT3D7_G7972",0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G7973",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G7974",0,0,0,0,0,0,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,2,1,0
"ZT3D7_G7975",0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G7976",0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G7977",0,0,0,0,0,0,0,0,0,1,5,5,0,0,0,1,0,0,0,0,0,5,1,5
"ZT3D7_G7978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ZT3D7_G7980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G7983",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G7984",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"ZT3D7_G7987",0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G7988",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G7989",0,0,0,0,0,0,0,0,0,3,6,1,0,0,0,0,0,0,0,0,0,1,1,2
"ZT3D7_G7990",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ZT3D7_G7991",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ZT3D7_G7992",0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1
"ZT3D7_G7993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ZT3D7_G7994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G7995",0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G7996",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
"ZT3D7_G7997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"ZT3D7_G7998",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"ZT3D7_G7999",0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,3,0,0
"ZT3D7_G8000",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8001",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8002",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8005",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZT3D7_G8009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ZT3D7_G8010",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8012",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ZT3D7_G8014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZT3D7_G8015",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"ZT3D7_G8017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8021",0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,12,8,8
"ZT3D7_G8022",0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ZT3D7_G8026",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8028",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ZT3D7_G8032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8033",0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,1,8,0,0,0
"ZT3D7_G8034",0,5,2,0,1,1,1,47,29,79,141,119,1,1,4,12,5,3,26,26,18,118,94,132
"ZT3D7_G8035",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,2
"ZT3D7_G8036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8037",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8038",0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0
"ZT3D7_G8039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
"ZT3D7_G8040",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
"ZT3D7_G8041",0,0,3,6,0,3,3,6,0,3,0,0,0,3,1,0,0,2,3,0,15,1,0,0
"ZT3D7_G8042",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,3
"ZT3D7_G8043",0,0,0,0,0,2,0,31,4,34,76,38,0,0,0,13,0,0,6,0,0,332,122,369
"ZT3D7_G8044",0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,4,0,0,0,0,0,13,7,25
"ZT3D7_G8045",0,0,0,0,0,0,1,1,0,3,14,11,0,0,0,6,0,0,0,0,0,79,31,53
"ZT3D7_G8046",0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
"ZT3D7_G8047",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"ZT3D7_G8048",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8050",0,0,0,0,0,0,0,7,0,1,0,0,0,5,0,4,0,0,0,0,2,0,0,0
"ZT3D7_G8051",3,23,5,10,8,4,5,2,4,4,0,0,44,113,100,29,65,92,60,61,63,315,81,143
"ZT3D7_G8052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8053",0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"ZT3D7_G8055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8058",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8059",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"ZT3D7_G8060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,1
"ZT3D7_G8061",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"ZT3D7_G8062",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"ZT3D7_G8065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8069",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8075",0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ZT3D7_G8076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ZT3D7_G8078",0,0,2,5,2,2,6,7,2,2,0,0,3,2,0,4,1,3,1,5,20,0,0,0
"ZT3D7_G8079",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ZT3D7_G8080",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"ZT3D7_G8081",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2
"ZT3D7_G8082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ZT3D7_G8083",1,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"ZT3D7_G8085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8087",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"ZT3D7_G8088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZT3D7_G8090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"ZT3D7_G8094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8097",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ZT3D7_G8098",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8101",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
"ZT3D7_G8102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ZT3D7_G8105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"ZT3D7_G8106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ZT3D7_G8108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"ZT3D7_G8112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ZT3D7_G8113",0,0,0,0,0,0,0,6,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1
"ZT3D7_G8114",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,2
"ZT3D7_G8117",0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8119",1,21,14,3,28,3,86,268,22,48,91,73,5,1,17,47,12,25,15,58,485,199,100,136
"ZT3D7_G8120",3,2,0,3,39,4,155,1462,99,1817,2593,3510,4,2,0,185,3,14,180,153,403,1973,1368,3224
"ZT3D7_G8121",15,6,1,22,87,45,198,756,384,810,1169,1466,24,13,5,472,110,174,714,777,671,1677,1443,1510
"ZT3D7_G8122",2,5,1,5,8,10,54,271,192,644,573,943,11,11,15,210,20,52,254,269,252,1363,1156,1223
"ZT3D7_G8123",0,0,0,1,2,0,1,9,5,3,7,7,0,1,0,4,4,0,4,4,4,39,19,38
"ZT3D7_G8124",1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,3,0,1,0,0,4,8,7,15
"ZT3D7_G8125",0,1,0,0,1,1,7,39,20,243,245,379,3,3,6,35,3,7,15,21,16,493,331,419
"ZT3D7_G8126",11,27,12,15,22,24,49,310,115,1379,1520,2006,16,22,20,157,25,34,54,84,130,2422,1326,1970
"ZT3D7_G8127",0,0,0,0,0,0,6,6,1,14,18,15,0,0,0,8,1,2,22,7,21,48,40,43
"ZT3D7_G8128",0,0,0,2,7,7,71,396,122,71,104,155,0,1,0,45,15,16,100,92,107,94,120,124
"ZT3D7_G8129",0,0,0,0,0,0,0,3,5,3,0,5,0,0,0,3,0,0,0,4,0,40,38,39
"ZT3D7_G8130",0,0,0,8,20,13,82,178,118,44,80,113,0,0,0,188,21,37,263,298,216,104,91,158
"ZT3D7_G8131",6,0,0,11,7,35,9,3,3,0,6,4,0,2,1,32,21,34,126,48,6,7,1,6
"ZT3D7_G8132",15,0,2,14,27,109,3,41,32,2,1,0,12,4,6,79,30,59,173,73,25,6,3,7
"ZT3D7_G8133",1,0,0,6,25,36,34,88,49,2,0,3,0,0,0,90,13,40,170,98,66,12,3,7
"ZT3D7_G8134",3,0,0,6,8,19,36,49,33,5,2,12,8,1,2,67,16,31,129,107,60,14,15,26
"ZT3D7_G8136",1,0,0,5,7,34,8,10,21,0,4,0,2,1,2,36,14,28,54,36,6,8,3,12
"ZT3D7_G8137",4,0,0,2,6,8,0,5,0,0,0,0,1,3,0,19,8,19,56,17,1,1,3,5
"ZT3D7_G8138",4,0,0,2,8,26,0,2,0,0,3,0,7,1,0,43,21,35,43,15,30,8,1,4
"ZT3D7_G8139",1,0,0,4,5,11,4,14,0,4,10,29,7,1,0,57,15,35,59,41,24,41,44,37
"ZT3D7_G5584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G5585",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G5586",39,40,14,135,319,287,671,1374,1340,512,443,636,89,81,58,1671,527,1028,2362,3155,2665,976,1008,1399
"ZT3D7_G5587",1,16,7,12,11,6,3,59,24,84,113,131,14,11,13,33,11,21,31,16,46,128,113,178
"ZT3D7_G5588",0,7,1,1,5,6,2,80,35,478,381,622,6,4,8,51,9,11,36,28,26,507,420,437
"ZT3D7_G5589",30,109,60,89,147,87,314,2799,1410,13471,12606,15928,79,74,118,1335,142,206,1123,931,1012,17289,14158,13237
"ZT3D7_G5590",5,24,10,10,17,8,15,206,100,376,443,359,4,6,8,36,10,13,53,55,21,276,179,361
"ZT3D7_G5591",0,2,0,3,6,3,3,186,26,739,807,1116,2,10,21,210,9,10,40,39,53,3032,2486,2742
"ZT3D7_G5592",4,2,0,6,18,7,66,205,35,261,471,310,4,6,9,126,19,32,33,78,229,1595,791,1188
"ZT3D7_G5593",10,13,7,14,37,26,129,288,86,83,75,54,15,10,9,157,52,93,162,266,630,208,140,261
"ZT3D7_G5594",2,19,4,7,10,3,16,77,29,157,106,194,19,11,14,51,7,19,42,24,16,313,172,199
"ZT3D7_G5595",1,1,3,0,2,1,6,43,46,73,73,149,4,10,3,25,5,7,34,31,21,202,111,115
"ZT3D7_G5596",5,13,6,11,10,10,31,272,160,228,230,336,8,14,9,83,21,38,141,138,154,621,327,322
"ZT3D7_G5597",0,16,1,11,35,9,412,4704,1925,194,153,164,1,5,0,437,42,54,3041,2153,2189,582,550,669
"ZT3D7_G5598",0,0,0,0,1,1,9,64,10,35,42,24,0,0,4,9,1,5,22,20,57,74,52,130
"ZT3D7_G5599",0,0,0,0,1,0,18,63,36,70,67,82,0,0,0,30,4,0,8,8,4,517,175,312
"ZT3D7_G5600",0,1,0,1,3,2,9,32,8,59,93,81,0,4,0,12,2,7,16,22,46,88,66,99
"ZT3D7_G5601",0,1,2,4,3,5,19,130,60,593,483,824,3,3,7,65,10,17,44,52,45,622,408,438
"ZT3D7_G5602",0,0,0,0,0,0,2,6,0,58,51,58,3,0,1,9,0,1,1,2,0,26,23,30
"ZT3D7_G5603",1,1,0,0,0,0,2,7,0,19,49,56,2,0,1,2,1,0,1,2,5,36,39,51
"ZT3D7_G5604",6,9,8,2,2,5,16,90,37,83,66,87,16,34,21,31,11,8,23,23,18,333,211,303
"ZT3D7_G5605",3,4,6,0,1,1,2,56,27,18,25,24,0,5,4,12,16,13,53,22,25,189,102,112
"ZT3D7_G5606",0,2,2,0,2,0,4,38,8,63,108,111,2,5,1,9,5,2,7,7,10,59,75,83
"ZT3D7_G5607",0,0,0,0,0,1,4,10,14,62,22,75,0,1,0,1,0,1,1,1,0,14,12,8
"ZT3D7_G5608",0,2,0,1,3,2,0,43,37,102,106,138,1,2,6,19,6,2,12,18,11,162,132,139
"ZT3D7_G5609",5,24,13,7,23,13,82,387,177,1005,1179,1511,10,21,18,193,43,45,185,146,133,2087,955,1159
"ZT3D7_G5610",7,2,0,1,3,1,9,132,63,150,185,179,4,1,7,42,7,11,33,35,43,167,124,265
