"","3D7_vitro_MM_rep3","3D1_vitro_YSB_rep3","3D1_vitro_MM_rep2","3D7_vitro_YSB_rep1","3D7_vitro_YSB_rep3","3D7_vitro_YSB_rep2","3D7_vitro_MM_rep1","3D7_vitro_MM_rep2","3D1_vitro_MM_rep1","3D1_vitro_MM_rep3","3D1_vitro_YSB_rep1","3D1_vitro_YSB_rep2"
"ZT3D7_G3560",641,67,104,48,68,56,941,910,145,142,149,90
"ZT3D7_G3561",16,1,1,11,12,2,3,4,1,6,3,2
"ZT3D7_G3562",481,572,640,561,463,472,498,531,793,600,745,445
"ZT3D7_G3563",389,965,413,1849,1924,1683,190,305,383,296,1407,848
"ZT3D7_G3564",190,410,299,741,687,515,151,188,316,299,670,331
"ZT3D7_G3565",561,579,648,1239,984,957,509,574,671,550,823,416
"ZT3D7_G3566",116,132,143,160,222,153,99,97,194,121,231,114
"ZT3D7_G3567",46,59,64,61,73,66,29,44,79,70,40,37
"ZT3D7_G3568",45,83,139,64,90,82,48,44,225,193,124,73
"ZT3D7_G3569",15,26,103,65,95,69,22,24,128,116,52,46
"ZT3D7_G3570",8,18,89,24,34,39,31,18,124,100,24,21
"ZT3D7_G3571",3,0,8,9,9,7,0,12,8,3,0,1
"ZT3D7_G3572",1,0,3,1,0,1,3,1,5,0,1,1
"ZT3D7_G3573",60,51,106,66,88,76,79,35,132,126,102,50
"ZT3D7_G3574",96,192,293,198,128,165,116,101,265,237,269,139
"ZT3D7_G3575",317,1469,1023,1542,1684,1804,305,253,1019,966,2498,1299
"ZT3D7_G3576",827,1433,786,2453,2712,2394,710,733,922,749,2256,1252
"ZT3D7_G3577",332,637,286,1483,1283,1182,182,258,318,310,953,501
"ZT3D7_G3578",242,731,163,863,1068,908,157,191,207,154,942,691
"ZT3D7_G3579",1653,21,42,3496,3386,2870,1493,1333,39,42,22,12
"ZT3D7_G3580",66,89,181,455,459,381,71,69,196,144,115,54
"ZT3D7_G3581",163,396,415,404,419,411,148,187,432,338,723,372
"ZT3D7_G3582",719,3285,2371,2734,3140,2904,1038,1203,1713,1865,4702,2463
"ZT3D7_G3583",267,409,353,629,690,632,217,218,377,396,713,415
"ZT3D7_G3584",268,222,453,284,334,354,254,219,468,384,392,205
"ZT3D7_G3585",295,924,818,729,801,786,347,265,844,724,1321,713
"ZT3D7_G3586",1,5,9,1,3,2,1,0,7,5,4,0
"ZT3D7_G3587",110,42,199,54,50,53,102,97,243,139,51,29
"ZT3D7_G3588",414,433,901,851,739,661,368,424,1151,807,697,370
"ZT3D7_G3589",942,605,71,697,760,796,1032,874,88,65,1172,624
"ZT3D7_G3590",25,22,94,33,25,22,31,29,91,87,38,28
"ZT3D7_G3591",269,272,707,429,394,397,290,330,662,573,467,242
"ZT3D7_G3592",192,227,287,246,215,192,191,173,314,328,339,186
"ZT3D7_G3593",125,111,377,147,162,187,115,81,413,385,206,131
"ZT3D7_G3594",45,729,99,734,836,702,22,221,105,46,913,680
"ZT3D7_G3595",235,182,218,111,181,103,267,262,260,196,263,142
"ZT3D7_G3596",30,29,85,20,17,26,70,46,117,64,38,19
"ZT3D7_G3597",395,374,568,621,686,732,675,459,797,583,645,289
"ZT3D7_G3598",167,283,261,427,415,337,182,212,283,226,433,246
"ZT3D7_G3599",313,257,767,429,577,527,394,291,900,684,478,275
"ZT3D7_G3600",235,425,651,509,497,503,217,194,795,647,708,371
"ZT3D7_G3601",132,416,414,408,440,312,146,97,446,386,681,405
"ZT3D7_G3602",33,430,853,17,17,19,50,41,836,595,550,258
"ZT3D7_G3603",275,1176,1200,689,667,582,297,291,1294,1023,1872,962
"ZT3D7_G3604",5342,2904,2847,3897,3716,3325,4876,5583,2639,2327,4132,2479
"ZT3D7_G3605",1731,27,443,0,1,0,1525,1337,535,310,35,25
"ZT3D7_G3606",19,14,35,16,26,24,14,22,63,33,13,12
"ZT3D7_G3607",315,236,616,331,397,384,245,260,884,696,340,177
"ZT3D7_G3608",249,84,407,146,144,87,245,248,839,404,133,78
"ZT3D7_G3609",403,179,3049,327,266,214,365,338,2753,2751,228,88
"ZT3D7_G3610",1364,1786,1256,1707,1470,1453,1227,1394,945,963,2522,1458
"ZT3D7_G3611",141,576,325,554,629,407,118,191,352,299,821,486
"ZT3D7_G3612",1540,1298,4599,717,836,733,1374,1187,3851,3722,1900,1274
"ZT3D7_G3613",235,295,287,122,249,186,197,265,341,275,409,287
"ZT3D7_G3614",61,72,117,105,90,56,62,78,140,86,111,52
"ZT3D7_G3615",2,10,35,0,0,3,4,2,40,38,28,21
"ZT3D7_G3616",4582,3,27,6074,7118,6519,5157,4268,82,21,4,5
"ZT3D7_G3617",1947,689,1361,1189,1440,1430,1784,1992,923,896,941,616
"ZT3D7_G3618",843,1247,1682,2132,2392,2297,792,957,1497,1303,1833,1178
"ZT3D7_G3619",0,1,11,2,2,0,0,2,20,10,3,1
"ZT3D7_G3620",168,478,428,609,639,531,213,252,449,410,812,363
"ZT3D7_G3621",50,263,574,69,69,63,59,53,577,515,418,196
"ZT3D7_G3622",113,116,570,121,118,105,120,122,586,441,157,77
"ZT3D7_G3623",0,0,10,0,0,0,0,0,4,2,1,2
"ZT3D7_G3624",232,948,553,736,731,591,230,286,724,553,1686,861
"ZT3D7_G3625",552,889,1088,1578,1430,1385,433,609,1447,1123,1452,686
"ZT3D7_G3626",309,613,515,591,754,687,337,284,652,516,1166,643
"ZT3D7_G3627",77,229,419,305,295,255,98,91,495,479,382,197
"ZT3D7_G3628",1178,2860,819,2556,2637,2016,919,1689,752,633,3774,2258
"ZT3D7_G3629",12,14,87,19,22,19,31,35,61,73,13,14
"ZT3D7_G3630",2281,2500,3866,2083,2567,2407,2158,2446,3764,3291,3941,2265
"ZT3D7_G3631",1716,7942,34639,2029,2144,1901,1589,1954,35889,28242,10223,6389
"ZT3D7_G3632",345,439,2380,273,305,267,322,393,2828,1977,645,423
"ZT3D7_G3633",5,17,58,8,4,5,22,11,68,20,13,8
"ZT3D7_G3634",202,51,153,60,100,100,207,175,180,98,75,61
"ZT3D7_G3635",2536,2252,2990,4481,4382,3952,2167,2214,3520,2675,3196,1871
"ZT3D7_G3636",2308,1701,2287,2276,2290,1998,2446,2381,2524,2341,2969,1422
"ZT3D7_G3637",365,638,1050,575,830,729,334,310,1256,1057,1030,634
"ZT3D7_G3638",45,43,121,53,68,66,65,52,113,140,38,31
"ZT3D7_G3639",73,9,60,70,59,42,43,62,93,70,18,13
"ZT3D7_G3640",196,30,106,112,152,147,260,143,125,110,53,37
"ZT3D7_G3641",322,172,708,278,291,285,303,153,1115,718,269,163
"ZT3D7_G3642",109,8,21,27,39,44,72,53,27,17,11,8
"ZT3D7_G3643",172,68,912,82,80,71,131,158,1205,759,60,47
"ZT3D7_G3644",168,130,469,192,178,159,280,262,472,408,172,86
"ZT3D7_G3645",962,861,1368,1179,1399,1648,1366,1039,1413,1320,1735,867
"ZT3D7_G3647",1149,1692,2206,2268,2684,2237,1064,1227,2220,1971,2447,1686
"ZT3D7_G3648",451,154,757,191,264,268,616,568,679,656,254,177
"ZT3D7_G3649",441,872,633,1415,1254,1066,386,424,577,681,1707,934
"ZT3D7_G3650",104,37,99,35,40,53,66,94,97,100,44,18
"ZT3D7_G3651",1738,5083,3741,3877,4317,3841,1691,2020,4426,3331,6463,4328
"ZT3D7_G3652",972,164,453,267,315,268,782,994,438,503,206,140
"ZT3D7_G3653",28,168,63,154,314,197,39,25,101,69,226,132
"ZT3D7_G3654",103,84,215,58,86,76,167,122,187,207,164,135
"ZT3D7_G3655",569,351,542,491,623,508,582,542,667,530,571,302
"ZT3D7_G3656",680,1669,1567,2743,2876,2538,783,844,2168,1492,2231,1351
"ZT3D7_G3657",236,89,298,76,88,76,300,192,328,205,164,95
"ZT3D7_G3658",790,1454,1729,1777,1923,1681,856,812,1878,1663,2452,1298
"ZT3D7_G3659",280,503,446,529,630,465,208,269,505,437,750,495
"ZT3D7_G3660",52,45,82,29,27,25,85,84,130,89,40,27
"ZT3D7_G3661",135,273,239,199,326,212,187,148,275,255,501,280
"ZT3D7_G3662",1254,3618,392,2137,4189,2726,2104,1153,734,394,7960,3309
"ZT3D7_G3663",411,21,737,48,49,33,427,415,615,833,25,22
"ZT3D7_G3664",581,33,250,121,105,83,394,607,211,168,36,17
"ZT3D7_G3665",13,52,433,5,5,6,17,21,446,279,82,48
"ZT3D7_G3666",1929,1439,1259,1648,2222,2044,1849,2141,1336,1017,2101,1299
"ZT3D7_G3667",1926,3277,1399,5479,6226,5127,1923,2102,1619,1408,5101,3305
"ZT3D7_G3668",1047,1615,1154,1972,1721,1417,691,846,1138,1100,1981,1407
"ZT3D7_G3669",2009,2827,3808,2898,3622,3134,1877,2177,4374,3655,4442,2599
"ZT3D7_G3670",104,121,678,129,201,193,181,103,804,700,215,118
"ZT3D7_G3671",9,12,299,30,41,52,12,13,405,229,28,15
"ZT3D7_G3672",263,358,1045,624,683,655,286,263,1136,777,567,353
"ZT3D7_G3673",296,351,411,278,349,278,335,269,376,314,657,283
"ZT3D7_G3674",494,909,1073,932,942,941,508,507,1181,896,1393,740
"ZT3D7_G3675",963,556,589,705,916,701,908,896,633,649,1031,625
"ZT3D7_G3676",825,223,598,273,229,231,721,798,573,614,293,194
"ZT3D7_G3677",231,172,383,203,240,227,283,302,412,359,212,122
"ZT3D7_G3678",412,362,684,796,876,700,449,444,661,549,508,320
"ZT3D7_G3679",398,20,72,59,73,48,301,359,71,75,34,22
"ZT3D7_G3680",4059,1185,1269,2747,2549,2455,3957,4500,1077,1088,1972,1064
"ZT3D7_G3681",992,767,291,934,954,896,784,1156,297,314,1166,688
"ZT3D7_G3682",731,611,1222,1683,1235,1051,681,1115,1283,1137,832,442
"ZT3D7_G3683",194,232,187,485,479,538,266,226,226,157,381,234
"ZT3D7_G3684",639,649,1889,228,273,236,561,426,2241,1997,1078,588
"ZT3D7_G3685",331,739,841,860,922,746,361,336,979,828,1228,689
"ZT3D7_G3686",177,332,334,457,515,430,209,185,373,319,525,276
"ZT3D7_G3687",203,256,213,413,726,601,226,126,220,186,536,305
"ZT3D7_G3688",497,672,1242,842,824,840,499,520,1292,1051,991,503
"ZT3D7_G3689",762,1330,879,1544,1771,1439,913,970,1159,804,2053,1227
"ZT3D7_G3690",98,374,205,95,118,99,101,105,273,217,440,196
"ZT3D7_G3691",178,122,370,107,146,141,148,117,482,413,183,84
"ZT3D7_G3692",204,492,591,236,276,231,248,203,748,656,1013,473
"ZT3D7_G3693",148,197,486,379,427,308,103,140,599,560,325,145
"ZT3D7_G3694",44,108,285,64,93,84,43,27,390,337,216,117
"ZT3D7_G3695",29,48,98,80,72,88,26,19,113,85,53,44
"ZT3D7_G3696",1190,2323,2085,2807,4360,3534,1434,990,2444,2120,4411,2551
"ZT3D7_G3697",48,19,747,26,24,22,69,39,991,757,17,24
"ZT3D7_G3698",437,486,895,726,669,603,323,406,847,740,561,301
"ZT3D7_G3699",314,442,662,845,845,839,360,312,716,537,798,422
"ZT3D7_G3700",392,125,220,499,639,464,553,356,303,218,236,62
"ZT3D7_G3701",111,113,258,123,140,119,134,202,230,211,159,97
"ZT3D7_G3702",660,622,636,706,780,694,711,649,705,536,1007,511
"ZT3D7_G3703",126,142,164,116,126,117,121,150,221,176,209,115
"ZT3D7_G3704",349,103,270,180,170,173,239,262,360,309,189,101
"ZT3D7_G3705",236,381,518,243,282,255,284,324,452,425,598,300
"ZT3D7_G3706",0,8,42,1,1,2,4,1,27,22,16,10
"ZT3D7_G3707",0,1,3,1,0,0,0,1,0,2,1,0
"ZT3D7_G3708",283,260,398,753,522,454,283,293,472,425,379,171
"ZT3D7_G3709",1,21,123,2,1,0,0,0,131,113,38,16
"ZT3D7_G3710",333,366,436,268,312,263,249,376,436,287,445,257
"ZT3D7_G3711",513,867,744,1175,1540,1257,564,741,696,649,1396,888
"ZT3D7_G3712",169,348,287,565,640,555,208,270,421,333,586,400
"ZT3D7_G3713",499,462,510,498,550,487,502,481,581,433,702,435
"ZT3D7_G3714",217,199,194,237,234,175,153,156,209,212,293,142
"ZT3D7_G3715",433,161,599,300,276,239,431,376,572,475,250,150
"ZT3D7_G3716",1014,219,296,581,508,449,796,1040,239,238,343,211
"ZT3D7_G3717",606,1384,876,1419,1398,1147,496,687,958,748,1873,1337
"ZT3D7_G3718",575,326,760,848,842,714,610,596,1850,978,431,254
"ZT3D7_G3719",310,431,441,603,474,400,271,405,438,306,428,292
"ZT3D7_G3720",1670,1519,2131,1942,1730,1585,1225,1893,1782,1673,2125,1168
"ZT3D7_G3721",34,21,38,17,12,14,17,27,52,41,21,17
"ZT3D7_G3722",158,146,270,189,178,165,130,133,292,262,230,111
"ZT3D7_G3723",1194,2717,3493,2419,2120,1878,1274,2218,2493,3211,4087,2204
"ZT3D7_G3724",84,174,229,188,155,111,62,147,142,191,206,114
"ZT3D7_G3725",83,42,183,42,59,54,88,80,229,191,52,34
"ZT3D7_G3726",226,210,736,192,204,179,252,219,875,715,255,156
"ZT3D7_G3727",862,1732,2106,2045,2111,1847,852,977,2205,1901,2498,1394
"ZT3D7_G3728",230,156,303,161,147,132,169,246,398,244,195,114
"ZT3D7_G3729",608,252,1018,561,546,426,541,564,1437,892,413,202
"ZT3D7_G3730",336,302,550,347,584,376,409,306,912,587,453,290
"ZT3D7_G3731",184,158,731,404,477,422,196,117,949,884,215,148
"ZT3D7_G3732",234,193,820,463,472,370,234,150,1104,1032,334,220
"ZT3D7_G3733",68,183,174,125,152,103,72,74,237,214,272,181
"ZT3D7_G3734",83,237,617,16,26,21,127,63,902,677,443,227
"ZT3D7_G3735",2080,2246,2251,2607,2667,2041,2493,1408,2101,1852,3735,1992
"ZT3D7_G3736",1166,677,824,833,934,749,1084,933,950,875,1148,662
"ZT3D7_G3737",216,50,186,84,105,72,153,178,185,167,51,37
"ZT3D7_G3738",66,80,177,49,98,68,76,83,185,187,167,93
"ZT3D7_G3739",1760,2780,2862,2983,3083,2755,1731,1715,3047,2756,4441,2344
"ZT3D7_G3740",245,564,567,415,318,269,158,313,697,506,563,442
"ZT3D7_G3741",1418,1711,3451,1133,1390,1409,1397,1264,4163,3260,2455,1668
"ZT3D7_G3742",15,2,23,14,20,10,5,4,19,20,7,1
"ZT3D7_G3743",177,224,207,100,81,83,113,148,193,170,237,162
"ZT3D7_G3744",543,55,54,108,123,137,370,435,77,76,60,34
"ZT3D7_G3745",153,8,10,48,34,30,102,140,14,10,13,11
"ZT3D7_G3746",370,255,440,425,309,283,376,434,517,430,304,185
"ZT3D7_G3747",7552,588,776,110,178,173,9212,6250,1127,720,913,640
"ZT3D7_G3748",824,237,1095,396,425,370,822,881,1472,1035,378,242
"ZT3D7_G3749",1759,3329,4066,4618,5814,5217,2281,1602,4117,3506,6549,3646
"ZT3D7_G3750",1212,3066,2100,5256,7269,6114,1205,983,2051,1802,6025,3938
"ZT3D7_G3751",628,361,688,547,545,467,646,650,718,617,536,335
"ZT3D7_G3752",8459,9523,34335,1353,2390,1988,9649,10835,34974,27673,14299,8742
"ZT3D7_G3753",1204,829,2664,388,508,465,1069,1473,2850,2236,1152,679
"ZT3D7_G3754",284,270,1480,235,265,284,285,272,1588,1168,354,225
"ZT3D7_G3755",366,436,1416,374,470,324,291,244,1814,1376,613,310
"ZT3D7_G3756",1167,632,919,1122,1311,1099,1117,1303,1042,705,844,541
"ZT3D7_G3757",1642,1690,1104,3340,3324,2818,2138,1921,1199,868,2612,1422
"ZT3D7_G3758",322,942,323,620,690,663,399,280,350,286,1681,777
"ZT3D7_G3759",893,3265,1651,4196,4659,3986,1062,936,1868,1543,5338,3075
"ZT3D7_G3760",735,1612,700,2501,2604,2292,705,854,801,568,2396,1309
"ZT3D7_G3761",411,247,413,395,498,479,475,375,647,372,357,179
"ZT3D7_G3762",335,313,351,522,459,400,378,321,456,348,398,203
"ZT3D7_G3763",336,509,151,651,768,674,237,353,172,137,852,438
"ZT3D7_G3764",2508,1289,2406,1234,1210,1136,1880,2595,2168,1962,1906,1038
"ZT3D7_G3765",174,110,1676,67,72,62,162,115,2186,1896,189,90
"ZT3D7_G3766",171,268,372,277,255,244,181,151,347,297,429,185
"ZT3D7_G3767",343,401,724,378,323,246,364,389,729,592,506,277
"ZT3D7_G3768",69,25,21,53,35,43,52,47,28,28,33,13
"ZT3D7_G3769",780,46,38,77,91,80,996,894,52,35,83,42
"ZT3D7_G3770",1547,1187,1805,1817,1670,1419,1369,1535,4298,2109,1786,981
"ZT3D7_G3771",184,178,247,279,135,145,115,149,515,290,209,100
"ZT3D7_G3772",216,91,188,155,137,112,157,185,305,169,124,71
"ZT3D7_G3773",391,643,1816,1806,1609,1407,321,310,1888,1430,1115,805
"ZT3D7_G3774",329,171,549,212,243,226,342,387,533,468,313,166
"ZT3D7_G3775",276,301,567,363,333,266,244,245,621,546,459,218
"ZT3D7_G3776",382,14,61,172,134,144,279,293,52,65,24,24
"ZT3D7_G3777",42,1745,46,909,903,644,52,94,65,25,2138,1502
"ZT3D7_G3778",326,325,283,459,344,299,216,366,253,206,454,302
"ZT3D7_G3779",72,33,140,16,31,12,49,52,135,140,58,45
"ZT3D7_G3780",151,129,73,44,61,49,127,172,119,51,157,89
"ZT3D7_G3781",191,274,250,306,313,289,200,145,305,207,450,185
"ZT3D7_G3782",285,475,557,875,858,912,251,295,445,447,728,400
"ZT3D7_G3783",174,67,262,177,162,130,140,193,316,209,109,50
"ZT3D7_G3784",223,317,141,864,972,905,152,171,110,92,451,293
"ZT3D7_G3785",596,587,470,1410,1077,1193,512,638,381,365,768,367
"ZT3D7_G3786",401,708,782,1965,1965,1947,345,377,867,700,1109,610
"ZT3D7_G3787",67,21,57,92,72,62,44,41,53,46,22,11
"ZT3D7_G3788",5,7,17,1,5,8,10,8,11,9,3,5
"ZT3D7_G3789",2041,3326,1362,3948,4562,4154,2184,2141,1684,1279,4765,2985
"ZT3D7_G3790",1645,2386,1314,2526,2928,2735,1699,1816,1256,1026,3187,2208
"ZT3D7_G3791",383,1129,456,1643,1549,1506,373,487,503,429,1506,872
"ZT3D7_G3792",1193,76,844,128,155,106,1047,1007,983,859,122,73
"ZT3D7_G3793",58,14,141,16,27,15,52,60,147,135,13,7
"ZT3D7_G3794",696,983,927,1426,1407,1196,590,591,986,941,1470,821
"ZT3D7_G3795",397,657,580,954,929,901,376,416,605,554,1212,581
"ZT3D7_G3796",174,137,209,338,269,232,156,130,220,231,274,125
"ZT3D7_G3797",350,132,1848,248,258,260,198,280,1524,1360,185,107
"ZT3D7_G3798",164,301,1130,202,245,201,157,127,1089,972,439,243
"ZT3D7_G3799",1156,1390,2405,1646,1418,1487,1149,1137,2302,2036,1981,1141
"ZT3D7_G3800",1060,1020,331,1858,1774,1673,1223,1006,453,285,1685,890
"ZT3D7_G3801",513,517,698,1651,1548,1302,512,461,939,596,756,479
"ZT3D7_G3802",572,309,462,1528,1187,895,530,640,528,371,345,230
"ZT3D7_G3803",463,284,917,327,277,249,251,412,578,605,390,216
"ZT3D7_G3804",364,245,563,307,370,277,335,349,592,525,443,251
"ZT3D7_G3805",192,153,91,159,190,150,145,165,112,81,248,145
"ZT3D7_G3806",318,998,591,713,891,743,365,404,452,455,1598,873
"ZT3D7_G3807",246,405,638,651,651,719,295,257,697,577,667,405
"ZT3D7_G3808",53,85,60,87,111,125,41,29,57,60,156,71
"ZT3D7_G3809",1393,2102,2432,2280,2903,2253,1320,1303,3100,2854,3071,2060
"ZT3D7_G3810",437,619,459,898,848,824,318,522,504,388,782,523
"ZT3D7_G3811",757,1027,731,1205,1360,1128,786,703,816,707,1704,821
"ZT3D7_G3812",1793,878,2628,1148,1492,1187,2062,2161,3014,2529,1195,757
"ZT3D7_G3813",328,450,668,388,466,417,461,387,738,637,730,333
"ZT3D7_G3814",1875,2124,3470,3513,3457,3277,1713,1617,3514,3195,3389,1906
"ZT3D7_G3815",388,430,1341,552,629,557,482,473,1375,1057,686,441
"ZT3D7_G3816",248,139,183,132,120,134,235,196,237,190,174,99
"ZT3D7_G3817",378,156,533,319,361,334,367,418,756,538,221,130
"ZT3D7_G3818",239,91,602,128,141,143,406,373,543,465,196,75
"ZT3D7_G3819",281,253,366,279,288,297,266,251,394,286,381,217
"ZT3D7_G3820",1756,2920,2797,5249,5688,5135,1698,1824,2896,2402,4521,2801
"ZT3D7_G3821",5962,4568,1929,5327,4194,3870,4551,5155,2166,1552,5780,3686
"ZT3D7_G3822",241,550,656,704,680,722,349,214,657,549,971,445
"ZT3D7_G3823",416,672,1216,814,1016,955,341,445,1296,1027,1150,575
"ZT3D7_G3824",634,537,622,144,159,156,472,548,601,453,677,395
"ZT3D7_G3825",0,0,4,0,0,0,0,0,12,4,0,0
"ZT3D7_G3826",704,289,348,107,144,107,489,597,366,283,401,270
"ZT3D7_G3827",263,48,36,50,73,52,292,243,51,39,60,35
"ZT3D7_G3828",129,88,129,152,186,135,146,105,144,124,149,83
"ZT3D7_G3829",1370,1061,694,1032,1192,1126,1641,1358,786,615,1722,838
"ZT3D7_G3830",344,469,418,349,491,408,353,304,524,419,822,522
"ZT3D7_G3831",115,24,52,13,22,10,146,93,97,62,59,29
"ZT3D7_G3832",4134,1615,2599,4004,3660,2836,4624,4573,4504,2689,2348,1496
"ZT3D7_G3833",494,69,293,77,101,102,541,505,511,279,103,56
"ZT3D7_G3834",7,3,31,14,7,5,4,6,50,33,1,2
"ZT3D7_G3835",307,646,1018,1299,1469,1432,380,337,1342,1066,1098,684
"ZT3D7_G3836",494,532,654,1192,1133,874,557,471,836,641,627,392
"ZT3D7_G3837",1189,1448,1098,2537,2316,2200,1257,1052,1085,974,2449,1125
"ZT3D7_G3838",256,380,364,408,469,405,320,208,418,383,716,361
"ZT3D7_G3839",72,84,166,107,65,77,61,70,166,170,126,58
"ZT3D7_G3840",10,24,69,16,24,23,36,20,91,60,37,23
"ZT3D7_G3841",11,140,25,46,70,55,15,14,40,30,249,179
"ZT3D7_G3842",121,113,203,122,146,162,162,117,266,193,128,80
"ZT3D7_G3843",255,231,536,405,368,351,294,217,683,509,399,192
"ZT3D7_G3844",1630,3217,2500,3527,3369,2814,1209,1469,2778,2100,4628,2698
"ZT3D7_G3845",323,326,380,400,539,392,341,279,442,310,453,287
"ZT3D7_G3846",98,52,102,96,88,55,71,77,87,58,66,53
"ZT3D7_G3847",100,147,232,121,161,124,79,65,228,204,201,136
"ZT3D7_G3848",573,359,664,636,875,688,510,495,612,571,631,359
"ZT3D7_G3849",153,98,328,402,485,456,208,179,392,303,183,137
"ZT3D7_G3850",153,157,127,607,669,531,127,153,157,127,207,130
"ZT3D7_G3851",567,632,628,2099,1758,1765,670,735,714,617,1078,553
"ZT3D7_G3852",167,365,289,1117,1247,1274,226,176,339,305,608,350
"ZT3D7_G3853",2185,2046,3179,3056,3416,3180,1940,2710,3529,2695,2911,1787
"ZT3D7_G3854",8,2,40,9,8,5,2,16,33,26,4,2
"ZT3D7_G3855",120,5,73,75,64,57,96,114,90,70,23,16
"ZT3D7_G3856",153,291,451,562,678,508,146,167,496,384,474,241
"ZT3D7_G3857",476,560,803,905,875,767,335,478,820,748,811,465
"ZT3D7_G3858",260,71,268,99,116,106,335,222,247,247,139,64
"ZT3D7_G3859",373,75,276,87,123,113,402,326,280,306,103,64
"ZT3D7_G3860",437,230,792,334,429,334,470,327,911,832,352,213
"ZT3D7_G3861",627,389,793,149,150,160,433,651,967,666,463,347
"ZT3D7_G3862",1250,933,1120,2414,2685,2457,1622,1292,951,988,1850,793
"ZT3D7_G3863",276,222,372,284,331,201,239,263,397,377,317,202
"ZT3D7_G3864",191,84,257,113,197,95,115,152,296,225,117,63
"ZT3D7_G3865",4,17,73,2,5,7,0,4,115,65,21,5
"ZT3D7_G3866",164,41,169,98,140,94,187,122,232,171,77,52
"ZT3D7_G3867",199,90,294,168,202,187,300,231,358,270,115,82
"ZT3D7_G3868",483,309,919,695,658,409,475,434,1665,1081,465,270
"ZT3D7_G3869",569,422,387,529,445,439,374,705,462,349,538,281
"ZT3D7_G3870",65,94,172,55,45,45,71,89,174,146,154,58
"ZT3D7_G3871",186,467,384,650,958,916,239,213,476,369,973,555
"ZT3D7_G3872",711,1047,817,1315,1565,1155,662,792,847,700,1502,946
"ZT3D7_G3873",236,70,245,248,247,171,196,185,283,214,97,60
"ZT3D7_G3874",411,725,1293,497,666,512,403,323,1475,1015,1369,814
"ZT3D7_G3875",349,519,355,642,744,739,356,406,382,290,905,407
"ZT3D7_G3876",518,506,552,575,656,603,400,467,579,432,867,479
"ZT3D7_G3877",953,345,3008,478,646,717,985,845,3845,2623,483,287
"ZT3D7_G3878",539,332,2861,438,554,426,378,346,3438,2812,402,205
"ZT3D7_G3879",838,2893,2484,3088,3576,2968,779,748,2824,2376,4138,2454
"ZT3D7_G3880",4030,4360,3060,2493,2860,2558,3678,4611,2672,2414,6068,3498
"ZT3D7_G3881",1719,2193,2579,4739,4323,3693,1673,1754,2595,2250,3194,1690
"ZT3D7_G3882",268,168,404,233,196,162,169,220,451,451,257,141
"ZT3D7_G3883",53,32,60,81,88,74,42,41,50,70,69,34
"ZT3D7_G3884",3267,1635,3157,1607,1671,1434,2899,2958,2979,2758,2265,1430
"ZT3D7_G3885",1106,618,508,1116,1093,938,878,659,683,437,997,603
"ZT3D7_G3886",208,86,767,58,56,62,167,147,872,909,131,70
"ZT3D7_G3887",13854,16774,5735,25576,23546,21285,8829,14990,6532,5377,18956,15589
"ZT3D7_G3888",738,546,1094,978,917,729,701,828,1352,1080,889,434
"ZT3D7_G3889",721,1759,1344,3531,3318,2654,721,692,1498,1230,2549,1318
"ZT3D7_G3890",151,101,189,164,198,184,125,99,234,175,159,78
"ZT3D7_G3891",20,6,22,36,39,29,27,13,16,20,11,5
"ZT3D7_G3892",335,1178,575,5808,8085,7355,420,408,713,616,2167,1263
"ZT3D7_G3893",3310,5736,2120,6642,6982,6573,3036,3596,2126,1773,8678,5201
"ZT3D7_G3894",578,207,680,137,138,124,597,598,780,673,355,207
"ZT3D7_G3895",1321,727,750,809,990,836,1704,1253,762,643,1291,595
"ZT3D7_G3896",520,774,240,829,537,606,442,482,312,210,1239,566
"ZT3D7_G3897",15,5,30,39,45,21,18,8,45,38,10,2
"ZT3D7_G3898",24,7,55,28,26,13,27,23,86,60,12,10
"ZT3D7_G3899",557,532,1370,427,482,380,689,503,1678,1256,815,454
"ZT3D7_G3900",260,182,257,217,269,206,232,337,301,201,263,147
"ZT3D7_G3901",7,21,96,14,20,14,15,7,108,87,44,30
"ZT3D7_G3902",1427,2179,3661,3154,3117,2563,1572,1392,4155,3699,3071,1739
"ZT3D7_G3903",643,954,951,1367,1574,1544,719,629,1029,714,1460,851
"ZT3D7_G3904",1091,1274,1617,1780,1483,1403,1154,1093,1591,1367,1820,875
"ZT3D7_G3905",241,216,646,285,260,226,239,170,710,700,276,145
"ZT3D7_G3906",2891,3851,4238,4850,5252,4391,2757,3076,4745,4027,5932,3564
"ZT3D7_G3907",161,195,229,176,207,213,220,222,221,197,342,166
"ZT3D7_G3908",227,145,318,122,153,138,213,240,385,292,267,151
"ZT3D7_G3909",468,731,1065,1060,1046,920,646,481,1169,1117,1443,780
"ZT3D7_G3910",526,356,550,819,810,702,432,612,450,396,514,254
"ZT3D7_G3911",62,183,299,232,236,164,36,77,308,249,236,149
"ZT3D7_G3912",661,752,855,1060,1025,890,492,639,804,713,1032,564
"ZT3D7_G3913",786,411,808,874,1034,868,687,753,1469,837,707,435
"ZT3D7_G3914",54,17,35,18,23,16,38,29,42,28,24,14
"ZT3D7_G3915",148,221,246,253,335,239,149,163,287,280,301,214
"ZT3D7_G3916",3511,754,5623,1114,1276,1021,4031,3160,10898,6322,1187,716
